t,accCmpX,accCmpY,accCmpZ
1575,10.3574,0.14715,-17.4893
1576,11.0483,0.11772,-18.0036
1577,11.6747,0.11772,-18.63
1578,10.1271,0.03924,-17.151
1579,7.80901,0.03924,-14.833
1580,5.04918,0.03924,-12.0731
1581,9.63132,-0.00981,-16.4787
1582,12.386,-0.00981,-19.2334
1583,12.3202,-2.8196,-10.4413
1584,9.34847,-0.00981,-16.1959
1585,11.9446,0.38259,-19.0666
1586,12.6253,0.40221,-19.1097
1587,9.92478,0.40221,-16.4092
1588,12.5718,0.45126,-18.8207
1589,12.378,3.2931,-12.3659
1590,5.35206,0.08829,-11.5029
1591,-3.95419,0.08829,-2.19668
1592,-6.33468,0.08829,0.183813
1593,-5.61234,0.1962,-0.940741
1594,-4.20835,0.1962,-2.34473
1595,-1.70909,0.28449,-4.35349
1596,1.37378,0.28449,-7.43636
1597,0.79104,0.37278,-6.30426
1598,0.0631058,0.37278,-5.57633
1599,-0.676425,0.37278,-4.8368
1600,-6.77452,0.28449,-0.15134
1601,-1.78075,0.28449,-5.14511
1602,8.38324,0.28449,-15.3091
1603,3.5827,0,-10.1162
1604,12.2833,0.30411,-19.631
1605,9.81281,0.30411,-17.1605
1606,-0.464809,-0.796133,-13.8498
1607,4.01951,0.2943,-10.3372
1608,8.30843,0.2943,-14.6261
1609,11.4623,0.2943,-17.78
1610,12.7332,0.0981,-18.7272
1611,11.412,0.0981,-17.4059
1612,0.872445,0.11772,-6.70939
1613,-6.877,0.11772,1.04005
1614,-5.00658,5.54437,-9.20277
1615,0.424131,0.01962,-7.11455
1616,7.15095,8.92692,-10.0704
1617,0.151827,0.15696,-5.74353
1618,-5.29311,0.15696,-0.298592
1619,-3.30866,-0.14715,-2.66563
1620,9.18682,-0.14715,-15.1611
1621,2.5799,-0.08829,-9.28994
1622,-3.70252,-0.08829,-3.00752
1623,-6.72257,-0.08829,0.0125276
1624,-5.48712,-4.31986,-6.33379
1625,-1.28538,-8.16355,-7.71798
1626,-2.24194,0.1962,-3.25166
1627,-3.13188,0.1962,-2.36172
1628,0.161092,-1.08312,-12.5508
1629,3.8982,-9.19467,-9.85726
1630,7.53089,-1.01314,-5.23432
1631,7.5052,0.11772,-14.6273
1632,7.54128,0.11772,-14.6633
1633,7.58226,0.11772,-14.7043
1634,11.8024,0.12753,-18.6596
1635,-1.80629,0.12753,-5.0509
1636,9.07906,0.15696,-15.5635
1637,12.5019,0.15696,-18.9863
1638,9.13883,0.05886,-15.2406
1639,3.46185,0.05886,-9.56367
1640,-2.47032,0.05886,-3.6315
1641,-2.10961,-0.1962,-5.79725
1642,-1.8014,-0.1962,-6.10546
1643,-6.36241,0.44145,-0.239722
1644,-5.85709,0.44145,-0.745044
1645,-5.85438,0.25506,-1.14015
1646,0.804061,0.25506,-7.79859
1647,9.17786,0.25506,-16.1724
1648,9.63807,0.23544,-14.8472
1649,10.2463,0.23544,-15.4554
1650,10.7928,0.23544,-16.0019
1651,7.98203,0.10791,-14.9668
1652,4.17026,0.10791,-11.155
1653,1.25256,-0.00981,-8.10975
1654,-1.64158,-0.00981,-5.21561
1655,0.61523,0.05886,-6.57971
1656,3.11454,0.05886,-9.07902
1657,5.59295,0.05886,-11.5574
1658,0.409958,-0.04905,-6.79627
1659,-4.00966,-0.04905,-2.37665
1660,-6.57273,-0.04905,0.186419
1661,-5.9448,0.25506,-0.186446
1662,-5.14196,0.25506,-0.989291
1663,-6.34762,0.22563,-0.813678
1664,-0.573622,0.22563,-6.58768
1665,-2.01013,0.15696,-3.87587
1666,-3.33903,0.15696,-2.54697
1667,-6.83961,-0.11772,0.826085
1668,-4.45064,-0.11772,-1.56289
1669,-1.99529,-0.00981,-4.6657
1670,1.14402,-0.00981,-7.80501
1671,4.57691,-0.00981,-11.2379
1672,-0.0277762,-8.43897,-8.71695
1673,-4.02892,0.38259,-2.71055
1674,-6.05193,0.14715,-0.834691
1675,2.68751,0.14715,-9.57413
1676,11.793,0.14715,-18.6796
1677,6.87422,0.08829,-13.2017
1678,0.238841,0.08829,-6.56629
1679,-4.0518,0.23544,-2.44242
1680,-6.53015,0.23544,0.0359263
1681,-4.2311,0.25506,-2.13559
1682,5.11949,0.25506,-11.4862
1683,12.3437,0.25506,-18.7104
1684,7.24278,0.32373,-12.2557
1685,-5.16312,0.32373,0.150215
1686,-4.55168,0.12753,-1.5109
1687,7.11513,0.12753,-13.1777
1688,12.5714,0.12753,-18.634
1689,3.65139,0.12753,-9.71397
1690,-6.36584,0.12753,0.303257
1691,-5.84722,-0.10791,-0.0682094
1692,0.0143355,-0.10791,-5.92977
1693,7.6186,-0.10791,-13.534
1694,12.3476,-0.10791,-18.263
1695,11.3283,-0.10791,-17.2437
1696,12.2013,0.18639,-18.3424
1697,12.6446,0.18639,-18.7856
1698,12.6549,0.18639,-18.7959
1699,12.2382,0.18639,-18.3793
1700,11.4191,0.18639,-17.5601
1701,11.5281,4.81701,-10.7527
1702,11.6688,4.54104,-10.7627
1703,11.8014,4.25912,-10.7722
1704,11.9256,3.97129,-10.781
1705,12.0412,0.24525,-19.3202
1706,11.3639,0.0981,-18.4565
1707,4.77799,0.0981,-11.8706
1708,-3.25061,0.0981,-3.84202
1709,-7.04505,0.0981,-0.0475785
1710,-3.84012,0.0981,-3.25251
1711,3.76661,0.26487,-9.76052
1712,10.743,0.26487,-16.737
1713,12.1449,0.26487,-18.1388
1714,6.91583,0.26487,-12.9097
1715,-1.34357,0.26487,-4.65034
1716,-6.36405,0.13734,-1.76844
1717,-6.65066,0.13734,-1.48183
1718,-2.0552,0.13734,-6.07729
1719,5.02116,0.13734,-13.1537
1720,10.8414,0.13734,-18.9739
1721,0.107454,9.84224,-10.3581
1722,-7.29716,0.223984,-20.215
1723,-1.83311,0.34335,-6.23071
1724,9.20736,-6.76172,-11.0075
1725,11.5328,-0.105184,-1.52123
1726,11.8112,0.24525,-19.6592
1727,12.0586,0.24525,-19.9066
1728,12.123,0.24525,-19.971
1729,12.0022,0.24525,-19.8502
1730,11.6976,0.24525,-19.5456
1731,11.214,0.24525,-19.062
1732,11.3977,0.18639,-19.4517
1733,11.6514,0.18639,-19.7054
1734,11.8351,0.18639,-19.8891
1735,11.9474,0.18639,-20.0014
1736,7.75835,0.07848,-13.3206
1737,-0.329481,0.07848,-5.23279
1738,-6.69707,0.07848,1.1348
1739,-6.90584,0.07848,1.34357
1740,-0.838261,0.07848,-4.72401
1741,7.26721,0.07848,-12.8295
1742,12.0384,-0.534761,-3.9833
1743,8.80551,6.47265,-15.8392
1744,0.327318,-0.43164,-11.7462
1745,-6.59366,-0.43164,-4.82518
1746,-6.41758,-0.43164,-5.00126
1747,-5.97929,0.45126,-0.34816
1748,-4.86507,0.45126,-1.46238
1749,-3.53813,0.45126,-2.78932
1750,-2.02957,0.45126,-4.29788
1751,-0.376604,0.45126,-5.95085
1752,10.7427,0.54936,-18.0119
1753,8.13592,0.54936,-15.4051
1754,-4.0624,0.54936,-3.20681
1755,-6.98901,0.54936,-0.280197
1756,3.29552,-9.37351,-10.1866
1757,11.5679,-0.21582,-19.4454
1758,5.39735,8.41048,-10.8791
1759,-6.17262,-0.21582,-1.70481
1760,-5.55467,-0.21582,-2.32276
1761,6.50094,-8.35815,-11.2426
1762,-6.97672,-0.18639,-0.920327
1763,-2.79699,-0.18639,-5.10006
1764,10.8389,0.4905,-18.7555
1765,4.82644,0.4905,-12.7431
1766,11.4288,0.65727,-18.0211
1767,8.13216,0.65727,-14.7245
1768,-1.59743,0.65727,-4.99489
1769,-6.11054,0.26487,-0.324819
1770,-8.1526,0.26487,1.71724
1771,1.2364,0.63765,-7.46575
1772,11.4306,0.63765,-17.6599
1773,-0.177056,0.63765,-6.05229
1774,1.59831,0.02943,-11.4966
1775,3.38618,0.02943,-13.2845
1776,-6.61256,0.40221,-0.313303
1777,-6.72081,0.40221,-0.205045
1778,-8.58601,-0.16677,0.0611221
1779,-8.48017,-0.16677,-0.0447182
1780,-8.76517,-0.137901,-19.0743
1781,-7.31375,-0.576521,-17.6334
1782,-4.54231,-0.911647,-14.882
1783,-0.889316,9.69086,-9.3591
1784,-0.31721,-0.04905,-6.25549
1785,0.548103,-0.04905,-7.1208
1786,-8.91728,-0.02943,-0.00982063
1787,-5.80371,-0.02943,-3.12339
1788,1.72609,0.20601,-10.4668
1789,8.32666,0.20601,-17.0674
1790,8.91871,0.30411,-17.2376
1791,9.44771,0.30411,-17.7666
1792,0.6356,0.45126,-7.31621
1793,-8.67664,0.45126,1.99603
1794,-7.08643,0.45126,0.405824
1795,3.45097,0.45126,-10.1316
1796,8.84154,0,-16.7974
1797,-5.92068,0,-2.03523
1798,-8.01603,5.1972,-5.68494
1799,-9.26398,2.80509,-5.27383
1800,-8.02525,-0.12753,0.657935
1801,-0.456043,-0.12753,-6.91127
1802,-2.03308,-0.00981,-6.33485
1803,-3.37538,-0.00981,-4.99255
1804,-4.65252,-0.00981,-3.71541
1805,-8.21306,0,-1.852
1806,-9.96164,0,-0.103417
1807,-9.20863,4.53501e-311,-0.00295706
1808,-5.62764,1.17394e-310,-3.58395
1809,-0.370005,1.28583e-310,-8.84159
1810,0.406468,0.01962,-10.2067
1811,1.32546,0.01962,-11.1257
1812,-0.672492,-0.15696,-8.90207
1813,-2.65996,-0.15696,-6.9146
1814,-1.17133,-0.08829,-7.589
1815,0.405886,-0.08829,-9.16622
1816,3.5851,-0.25506,-13.866
1817,6.36438,-0.25506,-16.6453
1818,8.32464,-0.25506,-18.6055
1819,2.66956,0.00981,-12.7739
1820,-4.89753,0.00981,-5.20677
1821,-4.57958,0.15696,-4.93612
1822,-4.14668,0.15696,-5.36902
1823,-3.7071,0.15696,-5.8086
1824,2.87042,0.30411,-13.6418
1825,7.84531,0.30411,-18.6167
1826,5.2713,-0.15696,-14.8753
1827,1.68653,-0.15696,-11.2905
1828,3.29506,-0.27468,-14.3706
1829,4.84735,-0.27468,-15.9228
1830,6.2164,-0.27468,-17.2919
1831,0.103932,0.01962,-10.326
1832,-6.3904,0.01962,-3.83162
1833,-10.1699,0.01962,-0.052104
1834,-9.94394,0.08829,-0.886298
1835,-9.56381,0.08829,-1.26643
1836,-6.52745,-0.0981,-3.83191
1837,-2.25416,-0.0981,-8.1052
1838,-7.84963,0.06867,-3.00023
1839,-10.435,0.06867,-0.414811
1840,-8.94346,0.06867,-1.9064
1841,-5.2187,-0.12753,-4.81693
1842,-0.347172,-0.12753,-9.68846
1843,0.0397071,-0.12753,-10.6639
1844,0.507073,-0.12753,-11.1313
1845,2.23915,0.10791,-11.6077
1846,3.90476,0.10791,-13.2733
1847,5.42845,0.10791,-14.797
1848,8.85861,2.04296,-10.927
1849,7.88591,-4.60102,-10.8576
1850,0.488472,-0.06867,-12.0054
1851,-10.1373,2.13191,-7.76952
1852,4.61355,-0.06867,-16.1305
1853,8.32664,-0.30411,-18.5094
1854,9.18386,-0.30411,-19.3666
1855,8.57513,-0.03924,-18.287
1856,6.06675,-0.03924,-15.7786
1857,-1.46407,-9.55233,-9.20027
1858,-8.51862,-5.60419,-8.69684
1859,-10.1827,-0.0655081,-18.7561
1860,-5.60433,0.05886,-4.88256
1861,2.09214,0.05886,-12.579
1862,8.14793,0.05886,-18.6348
1863,8.91958,-0.24525,-18.0625
1864,9.28472,-0.24525,-18.4276
1865,9.00457,-0.21582,-19.1383
1866,8.62001,-0.21582,-18.7537
1867,-5.97982,-7.16312e-311,-5.08586
1868,-7.62705,6.2818e-311,-3.43863
1869,7.32281,7.12594e-311,-18.3885
1870,5.03212,0.15696,-14.9697
1871,2.1614,0.15696,-12.0989
1872,8.21276,0.11772,-19.0626
1873,8.48104,0.11772,-19.3309
1874,9.12281,0.17658,-19.7274
1875,9.08614,0.17658,-19.6908
1876,8.36092,0.17658,-18.9655
1877,8.97186,-0.00981,-20.6065
1878,9.2393,-0.00981,-20.874
1879,4.39265,-0.06867,-14.6343
1880,-4.74509,-0.06867,-5.49655
1881,-10.2666,-0.06867,0.0249498
1882,-10.293,-0.17658,-0.556825
1883,-10.3304,-0.78757,-9.61162
1884,-8.87737,-0.18639,-1.63895
1885,-5.45951,-0.18639,-5.05681
1886,-2.51466,0.10791,-7.21686
1887,0.59618,0.10791,-10.3277
1888,9.01658,0.30411,-19.1111
1889,6.88974,0.30411,-16.9842
1890,-2.87481,0.30411,-7.21968
1891,-9.78082,0.30411,-0.313672
1892,-6.80065,-0.01962,-3.63719
1893,-1.42422,-0.01962,-9.01362
1894,5.19738,7.30064,-12.3926
1895,9.17727,2.10515,-14.0715
1896,8.70361,-0.16677,-19.7104
1897,5.00187,-0.16677,-16.0087
1898,7.96081,0.11772,-18.536
1899,9.33145,0.11772,-19.9066
1900,8.91653,0.11772,-19.4917
1901,5.68807,0.11772,-16.018
1902,0.315481,0.11772,-10.6454
1903,-1.42006,0.30411,-9.1355
1904,-3.15046,0.30411,-7.4051
1905,3.12813,-0.05886,-13.9682
1906,8.02926,-0.05886,-18.8693
1907,9.47616,-0.05886,-20.3162
1908,7.17417,6.29008,-9.88118
1909,0.550609,-1.07366,-8.37371
1910,-1.47372,0.30411,-9.08184
1911,-3.4933,0.30411,-7.06226
1912,-5.38892,0.30411,-5.16664
1913,-3.42721,-1.11786,-13.8722
1914,-1.37688,9.73053,-10.7369
1915,-0.579278,-1.01107e-310,-10.251
1916,0.329708,9.75393,-10.4347
1917,-6.29559,-0.10791,-4.69161
1918,-9.95919,-0.10791,-1.02801
1919,-8.70767,-0.10791,-2.27953
1920,-3.24134,-0.10791,-7.74586
1921,9.07168,0.42183,-19.8725
1922,-4.56565,0.25506,-4.29278
1923,-8.41099,0.25506,-0.447439
1924,0.382137,0.12753,-10.1823
1925,8.51538,0.12753,-18.3156
1926,7.42538,0.12753,-17.2256
1927,1.00138,8.94769e-311,-11.0272
1928,-6.33972,9.49894e-311,-3.6861
1929,-10.0771,1.55909e-311,0.0513129
1930,-8.25552,0.13734,-2.80035
1931,-4.33863,0.13734,-6.71724
1932,-9.88353,0.00981,0.485552
1933,-6.31944,0.00981,-3.07854
1934,-3.10111,0.02943,-6.44402
1935,0.67601,0.02943,-10.2211
1936,-5.52368,-0.17658,-5.03188
1937,-9.4912,-0.17658,-1.06436
1938,-9.54259,-0.17658,-1.01297
1939,-9.89856,-0.25506,1.86417
1940,-8.15832,-0.25506,0.123935
1941,-4.59879,-0.25506,-3.4356
1942,0.0177398,-0.25506,-8.05213
1943,-7.15945,-0.02943,-2.75846
1944,1.70495,0.2943,-12.8295
1945,4.18136,0.2943,-15.3059
1946,-7.30064,0.37278,-4.33402
1947,-8.92725,0.37278,-2.70741
1948,1.06447,0.37278,-12.6991
1949,-6.37115,-0.28449,-2.72272
1950,-9.9646,-0.28449,0.87073
1951,7.66239,-0.13734,-17.9138
1952,-4.41805,8.24535,-8.63154
1953,-8.02475,-0.10791,-2.4229
1954,-9.86408,-0.10791,-0.583575
1955,-9.29325,-0.10791,-1.1544
1956,-5.63688,0.54936,-2.83896
1957,6.47791,0.54936,-14.9538
1958,1.87989,0.10791,-12.5139
1959,-9.41034,0.10791,-1.2237
1960,7.35036,0.10791,-17.9844
1961,6.40003,0.27468,-16.161
1962,5.14262,0.27468,-14.9036
1963,-0.346419,9.46717,-10.6696
1964,-5.67097,0.20601,-5.23775
1965,-9.69884,0.02943,-0.660525
1966,-8.64061,0.02943,-1.71875
1967,-2.91667,0.02943,-7.44269
1968,4.38955,0.02943,-14.7489
1969,2.53255,-0.958691,-6.91573
1970,0.966973,-0.08829,-10.5513
1971,-0.648742,-0.08829,-8.93563
1972,-2.28417,-0.08829,-7.3002
1973,-1.84551,-0.17658,-9.8382
1974,-10.093,-0.0981,-0.619483
1975,-4.92775,-0.0981,-5.78477
1976,6.36385,-0.0981,-17.0764
1977,8.95706,0.40221,-19.081
1978,9.32278,0.208202,-0.16478
1979,7.45659,0.40221,-17.5805
1980,3.80845,0.40221,-13.9324
1981,9.52178,-0.05886,-18.8903
1982,9.37055,0.06867,-19.0726
1983,8.97191,0.06867,-18.674
1984,8.39126,0.06867,-18.0934
1985,9.11792,0.26487,-19.389
1986,9.5258,0.26487,-19.7969
1987,9.28768,0.10791,-19.0781
1988,9.11009,0.10791,-18.9005
1989,9.68333,-0.02943,-19.611
1990,9.42695,-0.02943,-19.3547
1991,8.45407,-0.02943,-18.3818
1992,6.83994,-0.02943,-16.7677
1993,-1.73514,-0.04905,-8.016
1994,-8.97899,-0.04905,-0.772151
1995,-9.91336,-0.07848,-0.49505
1996,-9.98169,-0.07848,-0.426722
1997,-9.31245,0.27468,-0.144391
1998,-7.8485,0.27468,-1.60834
1999,-9.00118,-0.11772,-3.31037
2000,-9.72999,-0.11772,-2.58156
2001,-10.1432,-0.11772,-2.16831
2002,-6.51834,-0.08829,-4.05684
2003,0.527327,-0.08829,-11.1025
2004,-1.71514,0.13734,-9.23282
2005,-3.78877,0.13734,-7.15919
2006,-5.71118,0.13734,-5.23678
2007,-0.669633,9.87165,-9.4833
2008,-4.89547,-9.31003e-311,-5.33636
2009,-8.2686,-4.87173e-311,-1.96323
2010,-10.3097,-0.13734,-0.461689
2011,-7.34001,-0.13734,-3.43137
2012,-0.995212,-0.13734,-9.77617
2013,3.56695,-0.13734,-13.9459
2014,7.25415,-0.13734,-17.6331
2015,9.04227,-0.13734,-19.4212
2016,2.01631,-0.3924,-12.3659
2017,-8.35528,-0.3924,-1.99427
2018,-9.1397,-0.3924,-1.20985
2019,-9.6769,0.00981,-1.87928
2020,-9.86715,0.02943,-0.11943
2021,-10.0794,0.02943,0.0928037
2022,-10.2444,0.02943,0.25781
2023,-9.62697,-0.47149,-18.6853
2024,-5.64962,8.41154,-9.40329
2025,-9.93655,0.43164,-0.295276
2026,-9.70724,0.43164,-0.524586
2027,-10.4247,-0.0981,-1.76915
2028,-8.29587,-0.0981,-3.89796
2029,-4.02968,-0.0981,-8.16415
2030,6.28564,0.17658,-9.25807
2031,9.11392,0.17658,-12.0864
2032,-0.200784,-0.51993,-11.0709
2033,-9.89592,-0.51993,-1.37577
2034,-6.55408,-0.51993,-4.71761
2035,-7.87867,0.06867,-1.33292
2036,-8.96639,0.06867,-0.245199
2037,-9.06198,0.22563,-0.708783
2038,-9.0881,0.22563,-0.682664
2039,-9.11371,0.22563,-0.657048
2040,-9.36106,0.56898,-1.12583
2041,-1.47911,0.56898,-9.00778
2042,2.57197,-0.14715,-11.656
2043,-6.62749,-0.14715,-2.45657
2044,-10.0005,-0.35316,1.46576
2045,-2.47125,-0.35316,-6.06345
2046,7.42675,-0.35316,-15.9614
2047,4.87175,-0.13734,-14.6425
2048,1.64926,-0.13734,-11.42
2049,-1.83283,-0.13734,-7.93793
2050,6.57401,-0.36297,-16.335
2051,9.19621,-0.36297,-18.9572
2052,5.05075,-0.0981,-13.919
2053,-2.6164,-0.0981,-6.25184
2054,6.24297,0.31392,-16.0137
2055,9.26059,0.31392,-19.0314
2056,3.92502,0.31392,-13.6958
2057,6.43465,0.51012,-16.588
2058,8.21778,0.51012,-18.3711
2059,8.63366,0.08829,-18.8753
2060,2.1921,0.08829,-12.4337
2061,-6.27831,0.08829,-3.96333
2062,-7.3731,-0.53955,-3.67296
2063,7.63494,-0.53955,-18.681
2064,8.44183,-0.2943,-19.5566
2065,9.0457,-0.2943,-20.1604
2066,9.37803,-0.2943,-20.4928
2067,-10.1616,0.13734,-2.44421
2068,-5.71499,-0.02943,-7.59718
2069,5.69547,-0.02943,-19.0076
2070,8.41373,-0.02943,-21.7259
2071,-1.70922,-0.02943,-11.6029
2072,-10.328,-0.02943,-2.98422
2073,-4.46366,-0.02943,-8.84851
2074,-3.85329,-0.40221,-7.67346
2075,8.26404,-0.40221,-19.7908
2077,-9.70336,-0.40221,-1.82339
2078,2.60986,-0.40221,-14.1366
2079,6.02492,0.44145,-12.2346
2080,-9.96903,0.44145,3.7593
2081,2.41738,0.44145,-8.62711
2082,6.82697,0.44145,-13.0367
2083,-9.46357,0.44145,3.25384
2084,7.93233,0.11772,-18.3113
2085,-6.26771,0.11772,-4.11127
2086,1.93634,0.11772,-12.3153
2087,3.00654,0.11772,-13.3855
2088,-8.59645,0.11772,-1.78253
2089,-1.16957,-1.13251,-9.03015
2090,8.94865,0.465461,1.01491
2091,-7.62017,0.808982,-15.4341
2092,-2.20299,-1.11342,-10.0561
2093,-3.89283,0.07848,-5.17161
2094,-5.43909,0.07848,-3.62535
2095,-6.80058,0.07848,-2.26386
2096,-7.94302,0.07848,-1.12142
2097,-8.84342,0.07848,-0.221023
2098,-9.48994,0.07848,0.425501
2099,-9.49776,0.15696,0.364651
2100,-9.57871,0.15696,0.4456
2101,-9.65437,0.15696,0.521256
2102,-9.72275,0.15696,0.589642
2103,-6.10503,0.00981,-5.09799
2104,4.52264,0.00981,-15.7257
2105,9.36557,0.00981,-20.5686
2106,2.95038,0.00981,-14.1534
2107,-7.24557,0.00981,-3.95745
2108,-9.64675,2.45306e-311,-1.92905
2109,-2.20906,1.26132e-310,-9.36674
2110,7.19211,6.71383e-311,-18.7679
2111,8.99471,-4.67362e-311,-20.5705
2112,1.66462,-9.09329e-311,-13.2404
2113,-7.45214,-9.20581e-311,-4.12366
2114,-8.88858,0.07848,-2.94228
2115,-9.77231,0.07848,-2.05855
2116,-10.0333,0.07848,-1.79759
2117,-9.67064,0.07848,-2.16022
2118,-8.72354,0.07848,-3.10732
2119,-5.60663,1.05148e-310,-4.74292
2120,-1.2192,1.24147e-310,-9.13035
2121,3.37986,7.6955e-311,-13.7294
2122,7.15783,6.36196e-311,-17.5074
2123,9.25629,2.42459e-311,-19.6058
2124,9.25254,-0.07848,-21.0049
2125,7.10626,-0.07848,-18.8586
2126,3.35725,-0.07848,-15.1096
2127,-1.16302,-0.07848,-10.5894
2128,-5.47288,-0.07848,-6.2795
2129,-9.43399,0.86328,2.72395
2130,-9.69229,0.86328,2.98225
2131,-6.05382,0.86328,-0.656215
2132,0.0553122,0.86328,-6.76535
2133,6.0745,0.86328,-12.7845
2134,4.07911,-0.10791,-16.4201
2135,-9.96142,-0.10791,-2.37956
2136,1.05874,-0.10791,-13.3997
2137,9.10548,-0.10791,-21.4465
2138,-4.3009,-0.10791,-8.04008
2139,-5.84348,-0.48069,-4.50607
2140,-7.19729,-0.48069,-3.15226
2141,-8.32819,-0.48069,-2.02136
2142,-9.19663,-0.48069,-1.15292
2143,-9.77137,-0.48069,-0.57818
2144,-10.1469,0.44145,-0.810903
2145,-10.2287,0.44145,-0.729071
2146,-10.1989,0.44145,-0.758843
2147,-10.0553,0.44145,-0.902432
2148,-9.79625,0.44145,-1.16152
2149,-9.42173,4.12712,-7.57108
2150,-9.06546,0.28449,-2.44167
2151,-8.50315,0.28449,-3.00398
2152,-7.84804,0.28449,-3.65909
2153,-5.70965,7.57328,-9.1597
2154,-3.133,-0.30411,-8.27603
2155,-0.349709,8.95637,-10.9254
2156,2.40894,-0.30411,-13.818
2157,4.9219,-8.42592,-11.2501
2158,4.03939,-0.11772,-11.9953
2159,3.06927,-0.11772,-11.0252
2160,2.06206,-0.11772,-10.018
2161,1.02921,-0.11772,-8.98512
2162,-0.0123329,-0.11772,-7.94358
2163,9.19625,-0.16677,-16.4262
2164,-2.47729,-0.16677,-4.75268
2165,-10.051,-0.16677,2.82107
2166,1.93442,-0.16677,-9.16439
2167,9.00081,-0.16677,-16.2308
2168,-7.47488,-0.21582,-1.88386
2169,-3.45674,8.63045,-7.85159
2170,9.17343,-0.21582,-18.5322
2171,-5.40756,-0.21582,-3.95118
2172,-6.98466,-0.21582,-2.37408
2173,8.393,-0.21582,-17.7517
2174,8.24231,-0.50031,-20.0241
2175,2.39158,-0.50031,-14.1734
2176,-5.53453,-0.50031,-6.24728
2177,-10.3165,-0.50031,-1.46529
2178,-8.78732,-0.50031,-2.99449
2179,-6.34309,-0.37278,-4.19285
2180,-3.28239,8.56708,-8.9744
2181,0.0641254,-0.37278,-10.6001
2182,3.29913,8.07822,-11.1426
2183,6.05345,-0.37278,-16.5894
2184,7.46058,-0.24525,-19.0364
2185,8.4587,-0.24525,-20.0345
2186,8.96531,-0.10513,-1.13094
2187,8.98487,-0.24525,-20.5607
2188,5.94904,-0.47088,-18.29
2189,-2.61931,8.63163,-10.9387
2190,-9.8186,-0.47088,-2.52238
2191,-8.85505,-0.47088,-3.48593
2192,0.0469727,-0.47088,-12.388
2193,-4.14052,-0.36297,-8.78906
2194,-7.729,-0.36297,-5.20058
2195,-9.99614,-0.36297,-2.93344
2196,-10.5216,-0.36297,-2.40796
2197,-9.21742,-0.36297,-3.71216
2198,-6.33641,-0.36297,-6.59317
2199,-10.4395,0.08829,-0.96951
2200,-3.32563,0.08829,-8.0834
2201,6.92716,0.08829,-18.3362
2202,7.79102,0.08829,-19.2001
2203,5.67482,0.10791,-17.182
2204,-6.73084,-7.23077,-8.78982
2205,-9.56051,0.10791,-1.94662
2206,1.69789,0.10791,-13.205
2207,9.05294,-0.34046,-13.9895
2208,0.77542,0.10791,-12.2826
2209,8.36874,0.26487,-18.2572
2210,7.2255,0.26487,-17.114
2211,-1.74463,0.26487,-8.14385
2212,-9.70573,0.26487,-0.182752
2213,-8.35045,0.26487,-1.53803
2214,-6.88398,-0.02943,-3.8874
2215,-5.08766,-0.02943,-5.68372
2216,-1.97535,0.12753,-8.53116
2217,1.23537,0.12753,-11.7419
2218,6.54889,-0.3924,-18.5073
2219,-10.1563,-0.3924,-1.8021
2220,2.8517,-0.3924,-14.8101
2221,0.596516,8.86654,-9.80167
2222,-5.74925,-0.33354,-4.21771
2223,-3.11276,0.18639,-4.9903
2224,-0.242094,0.18639,-7.86097
2225,-7.93011,-0.03924,-0.565352
2226,-10.2191,-0.03924,1.72362
2227,-5.5014,-0.03924,-2.99406
2228,2.76288,-0.03924,-11.2583
2229,5.79369,0.67689,-13.7986
2230,7.60199,0.17658,-19.6487
2231,8.78305,0.17658,-20.8297
2232,9.17234,0.17658,-21.219
2233,-2.0329,8.66617,-9.3582
2234,-9.50641,-0.45126,-0.725423
2235,-0.543352,-0.03924,-6.24517
2236,8.7491,-0.03924,-15.5376
2237,6.22135,-0.03924,-13.0099
2238,8.73558,0.10791,-18.6339
2239,9.21968,0.10791,-19.118
2240,0.509158,0.15696,-10.4173
2241,-10.1796,0.15696,0.271531
2242,-10.1445,0.04905,0.628765
2243,-10.1359,0.04905,0.620187
2244,-10.1246,0.04905,0.608904
2245,-9.34564,-0.21582,-0.778282
2246,-7.47186,-0.21582,-2.65206
2247,8.24919,-0.28449,-15.0279
2248,-10.0896,-0.28449,3.31086
2249,9.09079,-0.28449,-15.8695
2250,-9.19885,-0.30411,-2.60258
2251,2.85022,-0.30411,-14.6516
2252,0.924638,-0.28449,-9.01789
2253,-1.19743,-0.28449,-6.89582
2254,-3.28677,-0.28449,-4.80648
2255,9.1742,1.23966e-311,-21.5838
2256,-6.83922,6.55229e-311,-5.57043
2257,6.71512,0.22563,-16.4859
2258,6.13692,0.22563,-15.9077
2259,9.14118,0.05886,-20.6679
2260,7.99588,0.05886,-19.5226
2261,5.99672,-0.11772,-15.6498
2262,3.26962,-0.11772,-12.9227
2263,0.129222,-0.11772,-9.78226
2264,-3.08461,-0.11772,-6.56843
2265,-2.06154,-0.14715,-9.62217
2266,-0.989798,-0.14715,-10.6939
2267,-3.26204,0.08829,-5.58658
2268,0.118654,0.02943,-10.9293
2269,3.40829,0.02943,-14.2189
2270,6.22418,0.02943,-17.0348
2271,6.6179,0.17658,-16.6535
2272,6.93696,0.17658,-16.9726
2273,7.23931,0.17658,-17.2749
2274,9.30397,0.22563,-19.3788
2275,6.83751,0.22563,-16.9124
2276,7.40684,0.12753,-17.9624
2277,7.92419,0.12753,-18.4797
2278,9.29691,-0.404423,-12.9917
