t,accCmpX,accCmpY,accCmpZ
3750,-0.275695,0.31392,-10.0542
3751,-3.62676,0.31392,-6.70317
3752,-6.57544,-0.22563,-3.92126
3753,-8.85752,-5.3376,-7.12484
3754,-10.195,-0.22563,-0.301651
3755,-10.4024,0.07848,0.602167
3756,-10.4916,0.07848,0.691451
3757,-10.4687,0.07848,0.668535
3758,-9.85339,-0.35316,-0.927804
3759,-8.62279,-0.35316,-2.1584
3760,-9.7849,-0.20601,-1.15325
3761,-10.383,-0.20601,-0.555164
3762,-10.4658,0.21582,-0.0407527
3763,-10.4869,0.21582,-0.0196202
3764,-10.466,0.21582,-0.0404836
3765,-10.4113,0.495536,-9.50284
3766,-10.4177,0.115075,-19.9409
3767,-10.1981,-0.06867,-0.308438
3768,-9.41371,-0.06867,-1.0928
3769,-8.12846,-0.06867,-2.37805
3770,-8.92463,-0.08829,-1.24834
3771,-9.57115,-0.08829,-0.601818
3772,-8.89383,-0.00981,-2.00508
3773,-7.96993,-0.00981,-2.92898
3774,-2.34502,-0.28449,-8.73047
3775,3.89175,-0.28449,-14.9672
3776,8.28041,-0.28449,-19.3559
3777,7.77153,0.20601,-18.2192
3778,7.21667,0.20601,-17.6643
3779,8.37619,0.01962,-18.5786
3780,9.04672,0.01962,-19.2491
3781,9.2496,0.01962,-19.452
3782,7.21774,0.14715,-17.0866
3783,1.82524,0.14715,-11.6941
3784,-0.70094,-0.16677,-11.3163
3785,-3.20074,-0.16677,-8.81651
3786,-1.04024,0.05886,-9.30931
3787,1.06265,0.05886,-11.4122
3788,3.08245,0.05886,-13.432
3789,0.488895,9.15524,-10.2499
3790,-2.15018,9.09821,-9.38051
3791,-5.28926,-0.12753,-8.56246
3792,-7.85668,-0.12753,-5.99504
3793,-9.04648,0.11772,-0.380932
3794,-9.91636,0.11772,0.488954
3795,-10.3671,0.11772,0.939652
3796,-9.17816,-0.23544,-1.97581
3797,-6.89096,-0.23544,-4.26301
3798,-3.68678,-0.23544,-7.46719
3799,-0.00897983,-0.23544,-11.145
3800,3.53561,-0.24525,-14.4836
3801,0.95608,0.08829,-10.6287
3802,-1.80252,0.08829,-7.87014
3803,7.31631,0.02943,-19.3336
3804,8.19703,0.02943,-20.2143
3805,3.47247,0.11772,-13.8907
3806,-3.25871,0.11772,-7.15951
3807,-8.68049,0.11772,-1.73773
3808,-0.497653,0.21582,-9.66551
3809,7.71284,0.21582,-17.876
3810,8.30467,0.21582,-18.4678
3811,0.0765071,0.23544,-9.78841
3812,-8.90568,0.23544,-0.806216
3813,-1.03822,8.39846e-311,-9.51734
3814,7.15113,4.76864e-311,-17.7067
3815,8.50422,-0.23544,-19.8642
3816,0.31302,-0.23544,-11.673
3817,8.88533,3.07142,-9.67747
3818,6.17947,0.766356,-2.49104
3819,-4.5936,0.956202,-13.1862
3820,-8.86635,-0.08829,-1.26738
3821,-10.2,-0.08829,0.0663183
3822,-9.87232,-0.10791,-1.18355
3823,-8.74291,-0.10791,-2.31296
3824,-9.05159,0.1962,0.281451
3825,-0.782211,0.1962,-7.98793
3826,7.92494,0.1962,-16.6951
3827,0.523354,-0.0981,-10.9514
3828,-7.55518,-0.0981,-2.87285
3829,-10.0991,-0.0981,-0.328957
3830,-9.54839,0.08829,-0.369518
3831,-6.84109,0.08829,-3.07682
3832,-9.02605,0.05886,-0.88205
3833,-10.0865,0.05886,0.178447
3834,-9.97151,0.05886,0.0634093
3835,-8.22674,-0.15696,-1.83832
3836,-1.18232,-0.15696,-8.88274
3837,6.47199,-0.15696,-16.537
3838,9.27506,-0.1962,-19.8012
3839,4.45752,-0.1962,-14.9837
3840,2.11813,-0.31392,-11.9183
3841,-0.749443,8.93157,-9.44805
3842,4.15872,0.946675,-6.59517
3843,7.94517,5.04581,-13.6136
3844,6.89587,0.975446,-1.82716
3845,5.5729,1.11278,-3.14057
3846,-2.5752,0.15696,-6.83259
3847,-9.05054,0.15696,-0.357253
3848,-9.21578,0.15696,-0.192013
3849,-10.1197,0.07848,-0.965629
3850,-8.28855,0.07848,-2.79675
3851,-4.3102,0.07848,-6.7751
3852,2.15969,0.12753,-12.4994
3853,7.41837,0.12753,-17.7581
3854,-0.424661,-0.38259,-10.2977
3855,-8.17639,-0.38259,-2.54594
3856,-9.81402,-0.31392,-0.427622
3857,-9.88093,-0.31392,-0.360709
3858,-9.90431,1.10252,-10.1963
3859,-9.96131,0.630948,-10.1922
3860,-9.99477,0.168153,-10.1899
3861,-6.98341,0.21582,-2.53229
3862,0.735433,0.21582,-10.2511
3863,6.23507,0.08829,-16.3884
3864,9.32931,0.08829,-19.4827
3865,9.01382,0.08829,-19.1672
3866,9.16427,0.10791,-19.0135
3867,5.23546,0.10791,-15.0847
3868,6.9543,-0.00981,-17.2058
3869,8.28274,4.74293,-12.888
3870,6.29421,-0.08829,-15.5548
3871,3.65828,0.997558,-5.35512
3872,0.640417,-9.84248,-9.1788
3873,-2.46006,-9.59505,-8.95755
3874,-2.37305,-0.14715,-7.45657
3875,-4.37669,-0.13734,-6.74785
3876,-6.1583,-0.13734,-4.96624
3877,-3.77302,-0.13734,-6.12527
3878,-1.09752,-0.13734,-8.80077
3879,1.64212,-0.13734,-11.5404
3880,-0.848879,0.07848,-9.47124
3881,-3.30628,0.07848,-7.01384
3882,-3.55003,-0.01962,-7.01534
3883,-3.77868,-0.01962,-6.78669
3884,0.224941,-0.20601,-10.3979
3885,4.08712,-0.20601,-14.2601
3886,7.29769,-0.20601,-17.4707
3887,9.52621,-0.01962,-19.1596
3888,4.15271,-0.01962,-13.7861
3889,-4.48294,-0.01962,-5.15048
3890,-6.53474,0.10791,-2.3335
3891,-8.17223,0.10791,-0.69601
3892,-3.9928,-0.14715,-6.88649
3893,1.49675,-0.14715,-12.376
3894,6.50388,-0.14715,-17.3832
3895,8.08281,0.12753,-17.3925
3896,9.14688,0.12753,-18.4566
3897,9.29778,-0.11772,-20.5204
3898,9.43671,-0.11772,-20.6593
3899,2.98935,-0.0981,-12.0734
3900,-9.10328,-0.0981,0.0192219
3901,-4.61214,-0.0981,-4.47192
3902,-3.48409,-0.02943,-6.00218
3903,-9.39843,-0.04905,-0.833401
3904,-9.17062,-0.04905,-1.06121
3905,-3.25833,-0.04905,-6.9735
3906,-0.287901,-0.08829,-10.0028
3907,2.44787,-0.08829,-12.7386
3908,4.97763,-0.08829,-15.2683
3909,8.1817,-0.02943,-19.2278
3910,9.61251,-0.02943,-20.6586
3911,-3.81577,-0.02943,-4.69931
3912,-7.12629,-0.02943,-1.38879
3913,-8.31802,-0.08829,-2.35526
3914,-9.1676,-0.08829,-1.50568
3915,-9.35131,-0.11772,-0.291921
3916,-9.39261,-0.11772,-0.250621
3917,-9.4314,-0.11772,-0.211828
3918,-6.26818,1.21545,-15.6906
3919,5.03854,0.2943,-14.8191
3920,9.44949,0.2943,-19.2301
3921,8.6627,0.18639,-19.3752
3922,7.5179,0.18639,-18.2304
3923,5.97205,0.18639,-16.6846
3924,8.73665,-0.15696,-19.7533
3925,7.02674,-0.0981,-18.0728
3926,4.54398,-0.0981,-15.59
3927,1.58602,-0.0981,-12.6321
3928,-6.95354,-0.42183,-0.825795
3929,9.64795,-0.42183,-17.4273
3930,9.06038,-0.21582,-19.2039
3931,8.45866,-0.21582,-18.6022
3932,8.98936,0,-19.8392
3933,9.32822,0,-20.1781
3934,9.5804,0,-20.4303
3935,6.65454,0.17658,-16.7196
3936,-2.89053,0.17658,-7.17453
3937,-5.78743,-0.801933,-14.8197
3938,-7.99375,5.79152,-8.48278
3939,-9.37038,-0.193721,-18.3767
3940,-9.36012,-0.02943,-0.734367
3941,-6.97118,-0.02943,-3.12331
3942,-2.73146,-0.02943,-7.36303
3943,-9.62843,0.01962,0.779807
3944,-0.0792269,0.01962,-8.76939
3945,-3.18955,-0.15696,-5.95337
3946,-5.89229,-0.15696,-3.25063
3947,-4.18803,-0.00981,-5.59254
3948,-2.37784,-0.00981,-7.40273
3949,-0.456802,-0.00981,-9.32377
3950,-7.26815,0.06867,-2.74786
3951,-9.85576,0.06867,-0.160252
3952,-9.27015,-0.00981,0.75507
3953,-7.86374,-0.00981,-0.651344
3954,-9.27962,0.2943,0.332898
3955,-9.87886,0.2943,0.932143
3956,-9.69842,0.2943,0.751697
3957,-8.45086,0.22563,-1.55534
3958,-6.32393,0.22563,-3.68227
3959,-4.74888,-0.03924,-5.31618
3960,-2.99511,-0.03924,-7.06995
3961,-1.12892,-0.03924,-8.93614
3962,-1.53059,-0.04905,-8.43637
3963,2.9396,0.06867,-12.318
3964,6.77519,0.06867,-16.1536
3965,9.19347,0.06867,-18.5718
3966,1.30497,0.08829,-11.4191
3967,-8.03675,0.08829,-2.07736
3968,-8.63175,0.08829,-1.48236
3969,-9.8457,-0.17658,-0.631377
3970,-8.9607,-0.17658,-1.51638
3971,-6.25854,-1.08725,-16.6122
3972,-2.28943,-9.19202,-9.69655
3973,5.93048,0.00981,-15.1715
3974,9.84694,0.00981,-19.088
3975,6.65033,0.00981,-15.8914
3976,-1.39889,0.00981,-7.84213
3977,-8.40177,0.00981,-0.839252
3978,-8.31982,-0.38259,-1.49999
3979,0.773335,-0.38259,-10.5931
3980,9.15589,-0.38259,-18.9757
3981,7.24709,-0.38259,-17.0669
3982,-3.10013,-0.38259,-6.71968
3983,-9.72393,-0.38259,-0.0958774
3984,-9.76817,0.08829,-0.453852
3985,-9.47957,0.08829,-0.742454
3986,-8.9186,0.08829,-1.30342
3987,-8.0924,0.08829,-2.12962
3988,-6.79851,0.34335,-3.76686
3989,5.80923,0.34335,-16.3746
3990,8.67518,0.34335,-19.2405
3991,-2.27255,0.34335,-8.29282
3992,-9.95704,0.34335,-0.608332
3993,6.85106,-0.05886,-15.1405
3994,1.31707,-0.05886,-9.60652
3995,-9.57516,-0.05886,1.28571
3996,4.12725,-0.05886,-12.4167
3997,9.03026,-0.05886,-17.3197
3998,-0.249717,-0.05886,-8.03973
3999,6.487,-0.56898,-18.3179
4000,9.76126,-0.697438,-2.15972
4001,7.89767,-0.56898,-19.7285
4002,1.78982,-0.56898,-13.6207
4003,-5.32554,-0.56898,-6.50532
4004,-7.89588,0.25506,-1.33533
4005,7.53411,0.25506,-16.7653
4006,2.74575,0.25506,-11.977
4007,-9.25772,0.25506,0.0265065
4008,-9.27984,-0.14715,-0.902941
4009,-4.942,-0.14715,-5.24078
4010,1.53249,8.98008,-10.5955
4011,7.22613,-0.14715,-17.4089
4012,9.66074,-0.14715,-19.8435
4013,8.07607,0.12753,-16.1988
4014,3.16992,0.12753,-11.2926
4015,-3.01648,0.12753,-5.1062
4016,-3.85156,-0.24525,-6.66476
4017,-4.55582,-0.24525,-5.9605
4018,-8.80513,0.21582,-0.200452
4019,-9.59588,0.21582,0.590303
4020,-6.46571,0.21582,-2.53987
4021,-6.59695,6.6396e-311,-3.12476
4022,-6.71675,6.23661e-311,-3.00496
4023,-6.83151,5.96898e-311,-2.8902
4024,8.53865,0.28449,-18.8686
4025,2.22423,0.28449,-12.5542
4026,-9.66907,0.07848,0.055269
4027,4.13361,0.07848,-13.7474
4028,-5.0624,0.06867,-5.41468
4029,-9.86923,0.474959,-7.17978
4030,-5.68314,0.06867,-4.79394
4031,1.52472,0.04905,-11.7762
4032,7.83232,0.04905,-18.0838
4033,9.54163,0.02943,-18.5276
4034,5.6202,0.02943,-14.6062
4035,9.14928,-0.05886,-18.2235
4036,9.44067,-0.05886,-18.5149
4037,6.55465,-0.05886,-15.6289
4038,9.58585,-0.10791,-19.906
4039,1.99745,-0.10791,-12.3176
4040,-4.67479,-0.14715,-5.62571
4041,-9.07961,3.33719,-7.31596
4042,-9.36522,-0.14715,-0.935285
4043,-4.03739,-0.14715,-5.39983
4044,4.07307,-0.14715,-13.5103
4045,-0.165232,0.04905,-9.16408
4046,-4.40295,0.04905,-4.92636
4047,-7.7608,0.04905,-1.56851
4048,-9.27139,-0.08829,-0.960444
4049,-9.82544,-0.08829,-0.406392
4050,-9.53863,0.10791,-0.241945
4051,-8.88385,0.10791,-0.896722
4052,-5.57998,0.96674,-15.4484
4053,-0.448161,1.167,-10.3537
4054,-4.02595,-0.0981,-6.76505
4055,-7.16814,-0.0981,-3.62286
4056,-7.04339,-0.11772,-2.66851
4057,6.49714,-0.11772,-16.209
4058,7.51741,-0.11772,-17.2293
4059,5.6801,7.55484,-11.7044
4060,3.31112,8.69601,-10.924
4061,0.672019,9.19638,-10.0546
4062,9.48722,0.00981,-19.5032
4063,4.74372,0.00981,-14.7597
4064,5.44965,-0.01962,-15.3381
4065,5.95817,-0.01962,-15.8466
4066,-2.41471,0.02943,-7.72883
4067,-8.85828,0.02943,-1.28526
4068,-8.52402,0.02943,-1.61952
4069,-9.67186,0.03924,0.617232
4070,-7.83364,0.03924,-1.22099
4071,2.75745,-0.14715,-13.8427
4072,9.84808,-0.14715,-20.9334
4073,8.92385,0.11772,-17.2427
4074,6.00035,0.11772,-14.3192
4075,1.74037,0.11772,-10.0592
4076,8.72917,0.13734,-18.6569
4077,8.70645,0.13734,-18.6342
4078,7.38473,-0.08829,-16.5963
4079,-3.46916,-0.08829,-5.74243
4080,-9.77572,-0.08829,0.564128
4081,4.26123,0.14715,-13.9045
4082,6.20527,0.14715,-15.8485
4083,9.76135,0.57879,-19.8362
4084,7.83249,0.57879,-17.9074
4085,9.45431,0.11772,-18.9896
4086,9.83411,0.11772,-19.3694
4087,8.96967,0.11772,-18.505
4088,9.70046,-0.35316,-20.8839
4089,9.98851,-0.35316,-21.1719
4090,10.013,-0.20601,-20.3429
4091,9.74158,-0.20601,-20.0715
4092,9.20554,-0.20601,-19.5355
4093,-3.925,-0.05886,-5.71823
4094,-8.7593,-0.05886,-0.883927
4095,9.64422,0.11772,-20.3371
4096,-7.66124,0.11772,-3.03166
4097,4.1687,0.11772,-14.8616
4098,6.63282,0.41202,-16.4919
4099,8.49354,0.41202,-18.3526
4100,9.53522,0.41202,-19.3943
4101,9.81837,0.0981,-20.1385
4102,9.85844,0.0981,-20.1786
4103,-5.17611,-0.24525,-3.63327
4104,-2.96313,-0.24525,-5.84625
4105,9.68533,0.0981,-18.9067
4106,2.10868,0.0981,-11.3301
4107,8.7885,4.36263,-12.6996
4108,9.41048,-3.41055,-12.9045
4109,3.52952,-0.15696,-13.1826
4110,10.0569,0.08829,-18.5229
4111,1.90637,0.08829,-10.3724
4112,9.58723,0.18639,-19.9662
4113,7.38751,0.18639,-17.7665
4114,-2.2823,0.18639,-8.09668
4115,-8.23333,0.06867,-1.71401
4116,-1.10781,0.10791,-7.87815
4117,6.93923,0.10791,-15.9252
4118,10.0267,0.10791,-19.0127
4119,-2.0736,-0.07848,-7.59906
4120,-8.91646,-0.07848,-0.756202
4121,5.66519,-0.07848,-15.3379
4122,9.93908,0,-18.6209
4123,3.1372,0,-11.819
4124,2.33221,0.04905,-12.2011
4125,1.60264,0.04905,-11.4715
4126,-1.0837,0.10791,-7.78454
4127,-3.65234,0.10791,-5.2159
4128,-5.94284,0.10791,-2.9254
4129,5.83134,0.25506,-14.9154
4130,9.67889,0.25506,-18.763
4131,8.09892,0.05886,-17.7716
4132,0.465038,0.05886,-10.1377
4133,-7.47183,0.05886,-2.20083
4134,-9.5724,0.11772,0.458913
4135,-7.6061,0.11772,-1.50739
4136,-0.379898,-0.05886,-9.28295
4137,7.35753,-0.05886,-17.0204
4138,0.111264,0.05886,-9.16589
4139,-7.08168,-0.729424,-16.4956
4140,-9.56299,0.166405,-18.959
4141,-5.78349,-7.69063,-8.83322
4142,4.28113,0.26487,-13.9047
4143,-2.87998,-0.0981,-6.98888
4144,-8.30977,-0.0981,-1.55909
4145,6.67147,0.2943,-14.2056
4146,6.9476,0.2943,-14.4817
4147,-7.67288,0.2943,0.138799
4148,-7.9265,0.02943,-1.73635
4149,1.45862,0.02943,-11.1215
4150,9.59199,0.02943,-19.2548
4151,-8.4048,-0.31392,-0.48306
4152,7.48719,5.91378,-11.5057
4153,9.34379,-3.93977,-12.6086
4154,0.263617,-0.06867,-9.50464
4155,2.98646,0.17658,-12.9436
4156,-3.66016,0.17658,-6.29699
4157,9.76257,-0.16677,-21.0735
4158,2.45127,-0.16677,-13.7622
4159,-9.32845,-0.16677,-1.98248
4160,-4.44839,0.10791,-3.9784
4161,5.72616,0.10791,-14.1529
4162,10.2864,0.10791,-18.7132
4163,3.55236,-0.02943,-13.4997
4164,-6.95539,-0.02943,-2.99195
4165,-3.25759,-0.01962,-6.935
4166,1.08112,-0.01962,-11.2737
4167,3.77013,-9.1071,-9.63342
4168,6.22046,-7.82031,-9.80828
4169,8.21388,0.830947,-1.71097
4170,8.08502,0.04905,-18.1893
4171,7.99625,0.04905,-18.1006
4172,5.95512,0.14715,-15.5395
4173,-8.06578,0.14715,-1.51859
4174,-4.03593,0.14715,-5.54844
4175,-8.43145,-3.97393,-10.5839
4176,-8.94484,2.60245,-10.5472
4177,-2.38401,0.22563,-6.7491
4178,6.96838,0.22563,-16.1015
4179,-8.49635,0.10791,-1.18612
4180,-0.317542,0.10791,-9.36493
4181,10.046,0.10791,-19.7285
4182,8.6822,-5.04387,-13.0583
4183,6.24211,-7.38646,-12.2545
4184,9.86595,0.0981,-18.538
4185,0.522627,0.0981,-9.19467
4186,-9.00159,0.0981,0.329546
4187,4.29829,-0.0981,-14.3732
4188,9.44603,0.00981,-19.8054
4189,9.69591,0.00981,-20.0553
4190,5.31541,0.00981,-15.6748
4191,-1.29626,0.00981,-9.0631
4192,10.3309,0.06867,-18.3457
4193,-2.32599,0.06867,-5.68878
4194,10.2813,-1.19054e-311,-19.7577
4195,-4.3227,-9.35615e-311,-5.15376
4196,2.92938,0.14715,-13.2005
4197,8.9315,0.14715,-19.2026
4198,1.11663,-0.12753,-11.1032
4199,-8.7136,-0.12753,-1.27298
4200,7.93965,-0.12753,-17.9262
4201,10.118,0.05886,-18.1818
4202,9.76532,0.05886,-17.8291
4203,6.894,0.14715,-16.5667
4204,2.14153,0.14715,-11.8142
4205,-3.10496,0.14715,-6.5677
4206,-6.9651,0.0981,-1.62846
4207,-8.99602,0.0981,0.402459
4208,-5.61643,0.26487,-3.95813
4210,-9.22062,0.06867,0.0188373
4211,-5.48497,0.06867,-3.71681
4212,2.7527,0.06867,-11.9545
4213,4.73219,8.45126,-11.2142
4214,-7.99051,0.06867,-1.28975
4215,10.3493,0.06867,-19.6296
4216,9.67832,-0.02943,-19.7728
4217,8.33304,-0.02943,-18.4275
4218,4.37595,-0.01962,-14.6666
4219,-0.604593,-0.01962,-9.6861
4220,-8.95152,-0.06867,-1.54518
4221,-6.48224,-0.06867,-4.01446
4222,3.82528,-0.06867,-14.322
4223,8.17581,0.03924,-18.4469
4224,10.049,0.03924,-20.3201
4225,7.65808,0.11772,-17.939
4226,1.1941,0.11772,-11.475
4227,-5.79038,0.11772,-4.4905
4228,-3.86147,-0.04905,-7.04725
4229,-1.47284,-0.04905,-9.43588
4230,4.29795,-0.10791,-14.5396
4231,8.55384,-0.10791,-18.7955
4232,9.48245,0.2943,-20.1067
4233,9.88634,0.2943,-20.5106
4234,9.71337,0.2943,-20.3376
4235,9.73886,0.27468,-18.1264
4236,9.76481,0.27468,-18.1524
4237,-3.33048,-1.01565e-310,-6.32256
4238,-7.80675,0.723796,-17.2665
4239,-7.26021,-0.07848,-2.53017
4240,5.23222,-0.07848,-15.0226
4241,-6.37277,0.13734,-4.54576
4242,-9.38161,0.13734,-1.53692
4243,-0.612328,0.13734,-10.3062
4244,9.51043,0.25506,-19.2027
4245,2.40845,0.25506,-12.1007
4246,-2.53838,0.02943,-6.90865
4247,-6.81434,0.02943,-2.63269
4248,-9.52105,0.02943,0.0740152
4249,-9.02635,-0.02943,-1.06814
4250,-2.61592,-0.02943,-7.47857
4251,-9.81295,-0.30411,-0.644514
4252,2.23108,-0.30411,-12.6885
4253,7.5213,-0.1962,-17.2136
4254,9.46108,-0.1962,-19.1534
4255,7.08645,-0.1962,-16.7787
4256,7.18919,0.00981,-16.1359
4257,7.31091,0.00981,-16.2576
4258,7.43097,0.00981,-16.3777
4259,4.30745,0.24525,-14.2352
4260,-9.5608,0.24525,-0.366917
4261,-9.7526,-0.07848,0.138799
4262,-9.95719,-0.07848,0.343388
4263,8.56713,0.16677,-19.4268
4264,-7.86884,0.16677,-2.99083
4265,8.76085,5.43448e-311,-17.894
4266,-10.1736,-7.55521e-312,1.04044
4267,9.20617,-2.02772e-311,-18.3393
4268,5.74598,0.818553,-2.95096
4269,-4.573,0.968286,-13.1953
4270,-10.2219,-0.142915,-8.36439
4271,-0.990799,-0.1962,-8.79958
4272,9.3472,-0.1962,-19.1376
4273,1.64992,8.94956,-9.67181
4274,-9.75812,-0.10791,0.360137
4275,-4.53664,7.97598,-8.26874
4276,3.17552,-0.35316,-13.1032
4277,6.88374,0.01962,-16.8016
4278,9.12671,0.01962,-19.0446
4279,9.60994,0.01962,-19.5279
4280,4.87591,8.84057,-8.72077
4281,-3.65984,-0.631285,-11.787
4282,-9.50501,3.58776,-7.69453
4283,-4.96508,-0.03924,-5.0215
4284,9.71538,-0.11772,-18.564
4285,-5.80887,-0.11772,-3.03975
4286,-3.07768,-0.11772,-5.77094
4287,9.43793,-0.24525,-19.4834
4288,1.11626,-0.24525,-11.1617
4289,-9.90383,-0.24525,-0.141605
4290,1.85191,0.10791,-11.1616
4291,9.02878,0.10791,-18.3385
4292,-5.35661,0.10791,-3.95308
4293,-0.409716,0.25506,-9.18446
4294,6.57737,0.25506,-16.1716
4295,-2.48447,0.12753,-6.76636
4296,-1.18744,0.12753,-8.06339
4297,6.97977,-0.16677,-17.241
4298,9.85359,-0.16677,-20.1149
4299,-3.25693,-0.12753,-6.52364
4300,-7.83795,-0.12753,-1.94262
4301,7.90709,-0.12753,-17.6877
4302,-9.20702,-0.14715,-0.710895
4303,9.95502,-0.14715,-19.8729
4304,-2.69964,0.24525,-7.59105
4305,-6.98836,0.24525,-3.30233
4306,9.27374,0.24525,-19.5644
4307,9.75538,0.21582,-18.9277
4308,9.95708,0.21582,-19.1294
4309,9.94886,0.10791,-19.9845
4310,9.92686,0.10791,-19.9625
4311,3.73244,-0.0981,-13.356
4312,-6.62826,-0.0981,-2.99535
4313,-0.335341,0.979695,-11.5346
4314,6.22251,-7.90962,-11.4474
4315,9.81923,0.0265812,-1.45344
4316,5.7023,-0.08829,-15.6006
4317,-1.72383,-0.08829,-8.17446
4318,-8.10374,-0.08829,-1.79455
4319,-6.75181,-6.93588,-9.79206
4320,-4.98025,1.07617,-15.3225
4321,6.00023,0.38259,-15.7612
4322,9.75231,0.38259,-19.5133
4323,7.20311,0.12753,-16.9935
4324,-1.97928,0.12753,-7.8111
4325,-0.610213,-0.14715,-9.66086
4326,0.810124,-0.14715,-11.0812
4327,2.21036,-0.14715,-12.4814
4328,-9.54589,-0.25506,0.726702
4329,-1.47165,-0.25506,-7.34754
4330,-7.23638,0.21582,-3.02488
4331,-9.65838,0.21582,-0.602877
4332,-7.6399,0.21582,-2.62136
4333,0.661684,-0.14715,-11.4723
4334,7.36871,-0.14715,-18.1793
4335,7.99224,0.0981,-16.7526
4336,-4.2003,0.0981,-4.56003
4337,-9.41205,-0.13734,-2.24223
4338,-8.39893,-0.13734,-3.25535
4339,-1.93023,-0.13734,-9.72405
4340,-1.20001,0.03924,-9.54194
4341,-0.638374,0.03924,-10.1036
4342,-0.0859293,0.03924,-10.656
4343,4.78585,8.16903,-11.0989
4344,8.44667,0.07848,-17.9624
4345,9.65917,0.0981,-18.7236
4346,7.57575,0.0981,-16.6402
4347,2.85432,0.0981,-11.9188
4348,-4.7801,-9.84273e-311,-3.79384
4349,-9.56753,-1.64407e-311,0.993586
4350,0.111621,-1.12842,-8.90465
4351,9.61349,-0.179593,0.528519
4352,3.74052,1.13716,-5.30199
4353,-8.22674,0.692319,-17.1827
4354,-6.71635,7.1903,-8.54661
4355,2.31914,0.15696,-11.6975
4356,9.24066,0.15696,-18.619
4357,8.28291,0.15696,-17.6613
4358,0.454059,0.15696,-9.83242
4359,-7.60368,0.15696,-1.77468
4360,-9.79782,0.08829,0.399839
4361,-7.96247,0.08829,-1.43551
4362,-2.93617,0.08829,-6.46181
4363,3.26546,0.08829,-12.6634
4364,8.16298,0.08829,-17.561
4365,9.76484,0.12753,-19.4375
4366,7.2812,0.12753,-16.9539
4367,1.76856,0.12753,-11.4412
4368,-4.4603,0.12753,-5.21236
4369,-8.85021,0.12753,-0.822449
4370,-4.0216,-0.16677,-6.44567
4371,9.13607,-0.16677,-19.6033
4372,1.8573,-0.16677,-12.3246
4373,-9.9604,-0.16677,-0.506872
4374,1.08575,-0.16677,-11.553
4375,-9.66239,0.22563,-0.579248
4376,-5.852,0.22563,-4.38964
4377,6.29028,0.22563,-16.5319
4378,8.01947,0.22563,-18.2611
4379,-3.28338,0.22563,-6.95826
4380,-5.88171,-0.10791,-4.49727
4381,-8.03661,-0.10791,-2.34237
4382,-9.49639,-0.10791,-0.882591
4383,-10.1565,-0.10791,-0.222467
4384,-9.98755,-0.10791,-0.391429
4385,8.09402,0.14715,-16.9328
4386,-2.63401,0.14715,-6.2048
4387,-5.745,0.14715,-3.09381
4388,9.44078,0.14715,-18.2796
4389,9.05778,-0.08829,-18.4558
4390,6.77594,-0.08829,-16.1739
4391,3.15154,-0.08829,-12.5495
4392,-1.10213,-0.08829,-8.29585
4393,-5.16896,-0.08829,-4.22902
4394,-8.28435,-0.08829,-1.11363
4395,-6.81082,0.14715,-2.53811
4396,-4.98058,0.14715,-4.36835
4397,-2.93601,0.14715,-6.41292
4398,-0.783709,0.14715,-8.56522
4399,-2.95357,-0.0981,-6.34631
4400,-4.92426,-0.0981,-4.37562
4401,-6.6769,-0.0981,-2.62298
4402,-8.13585,-0.0981,-1.16403
4403,-9.22983,-0.0981,-0.070045
4404,-4.83953,-0.03924,-4.82332
4405,1.55994,-0.03924,-11.2228
4406,7.14726,-0.03924,-16.8101
4407,9.42625,-0.03924,-19.0891
4408,7.30859,-0.03924,-16.9714
4409,0.914836,-0.06867,-11.7549
4410,-6.0629,-0.06867,-4.77715
4411,-9.98684,-0.06867,-0.853209
4412,-9.04921,-0.06867,-1.79084
4413,-3.95602,-0.06867,-6.88403
4414,2.70339,-0.06867,-13.5434
4415,-0.0439976,-0.22563,-10.8353
4416,-2.86429,8.74031,-9.66599
4417,-5.50052,-0.22563,-5.37877
4418,-7.72025,-0.22563,-3.15904
4419,-9.31906,-0.22563,-1.56023
4420,-9.98997,-0.30411,-1.05609
4421,-10.2807,-0.30411,-0.765344
4422,-10.2875,-0.30411,-0.758604
4423,-10.0069,-0.30411,-1.03914
4424,-5.83891,-0.584184,-13.139
4425,1.37364,0.41202,-9.92796
4426,7.54078,-0.243583,0.143975
4427,9.01103,0.643109,1.60359
4428,4.72044,0.41202,-13.2748
4429,-5.05848,-8.15234,-7.36709
4430,3.07872,-0.00981,-12.3688
4431,-2.00087,-0.00981,-7.2892
4432,-1.22493,-0.00981,-8.06514
4433,3.37517,-0.00981,-12.6652
4434,-7.09335,6.74631,-6.69674
4435,8.63196,-0.11772,-18.4027
4436,-10.1628,-0.11772,0.392087
4437,6.81122,-0.11772,-16.582
4438,-1.65355,-0.11772,-8.11721
4439,-9.59691,0.12753,-0.0659439
4440,4.54053,0.12753,-14.2034
4441,7.32839,0.12753,-16.9912
4442,-7.33978,0.12753,-2.32307
4443,-6.55624,0.12753,-3.10661
4444,7.61583,0.12753,-17.2787
4445,9.49734,-0.1962,-18.5716
4446,5.87423,-0.1962,-14.9485
4447,-1.05952,-0.1962,-8.01473
4448,-7.50295,-0.1962,-1.5713
4449,-10.025,-0.1962,0.950793
4450,-8.33071,-5.25502,-7.33277
4451,-3.65063,-0.00981,-6.59101
