t,accX,accY,accZ
1563,-0.56898,-2.5113600000000003,-9.45684
1564,-0.5591700000000001,-2.48193,-9.46665
1565,-0.5493600000000001,-2.61927,-9.447030000000002
1566,-0.5493600000000001,-2.61927,-9.447030000000002
1567,-0.5493600000000001,-2.61927,-9.447030000000002
1568,-0.56898,-2.5015500000000004,-9.496080000000001
1569,-0.56898,-2.5015500000000004,-9.496080000000001
1570,-0.56898,-2.5015500000000004,-9.496080000000001
1571,-0.5591700000000001,-2.48193,-9.486270000000001
1572,-0.5591700000000001,-2.48193,-9.486270000000001
1573,-0.5493600000000001,-2.52117,-9.45684
1574,-0.5493600000000001,-2.52117,-9.45684
1575,-0.5591700000000001,-2.5505999999999998,-9.447030000000002
1576,-0.5591700000000001,-2.5505999999999998,-9.447030000000002
1577,-0.5591700000000001,-2.5505999999999998,-9.447030000000002
1578,-0.5591700000000001,-2.5604100000000005,-9.496080000000001
1579,-0.5591700000000001,-2.5604100000000005,-9.496080000000001
1580,-0.56898,-2.5604100000000005,-9.45684
1581,-0.56898,-2.5604100000000005,-9.45684
1582,-0.56898,-2.5604100000000005,-9.45684
1583,-0.56898,-2.5113600000000003,-9.476460000000001
1584,-0.56898,-2.5113600000000003,-9.476460000000001
1585,-0.5493600000000001,-2.46231,-9.45684
1586,-0.5493600000000001,-2.46231,-9.45684
1587,-0.5395500000000001,-2.6487000000000003,-9.45684
1588,-0.5395500000000001,-2.6487000000000003,-9.45684
1589,-0.5395500000000001,-2.6487000000000003,-9.45684
1590,-0.5493600000000001,-2.61927,-9.437220000000002
1591,-0.5493600000000001,-2.61927,-9.437220000000002
1592,-0.5493600000000001,-2.61927,-9.437220000000002
1593,-0.5591700000000001,-2.46231,-9.496080000000001
1594,-0.5591700000000001,-2.46231,-9.496080000000001
1595,-0.5493600000000001,-2.36421,-9.496080000000001
1596,-0.5493600000000001,-2.36421,-9.496080000000001
1597,-0.56898,-2.4034500000000003,-9.5157
1598,-0.56898,-2.4034500000000003,-9.5157
1599,-0.56898,-2.4034500000000003,-9.5157
1600,-0.56898,-2.48193,-9.476460000000001
1601,-0.56898,-2.48193,-9.476460000000001
1602,-0.56898,-2.5113600000000003,-9.46665
1603,-0.56898,-2.5113600000000003,-9.46665
1604,-0.5591700000000001,-2.46231,-9.496080000000001
1605,-0.5591700000000001,-2.46231,-9.496080000000001
1606,-0.56898,-2.52117,-9.486270000000001
1607,-0.56898,-2.52117,-9.486270000000001
1608,-0.56898,-2.52117,-9.486270000000001
1609,-0.5591700000000001,-2.5113600000000003,-9.486270000000001
1610,-0.5591700000000001,-2.5113600000000003,-9.486270000000001
1611,-0.5591700000000001,-2.5113600000000003,-9.486270000000001
1612,-0.47088,-2.52117,-9.93753
1613,-0.47088,-2.52117,-9.93753
1614,-1.10853,-2.5800300000000003,-10.604610000000001
1615,-1.10853,-2.5800300000000003,-10.604610000000001
1616,-0.14715,-1.8246600000000002,-10.172970000000001
1617,-0.14715,-1.8246600000000002,-10.172970000000001
1618,1.4420700000000002,-1.2360600000000002,-10.77138
1619,1.4420700000000002,-1.2360600000000002,-10.77138
1620,1.4420700000000002,-1.2360600000000002,-10.77138
1621,1.0398600000000002,0.33354,-6.77871
1622,1.0398600000000002,0.33354,-6.77871
1623,1.0398600000000002,0.33354,-6.77871
1624,1.6088400000000003,1.75599,-8.85843
1625,1.6088400000000003,1.75599,-8.85843
1626,2.16801,1.06929,-9.93753
1627,2.16801,1.06929,-9.93753
1628,3.07053,-0.6180300000000001,-8.80938
1629,3.07053,-0.6180300000000001,-8.80938
1630,3.07053,-0.6180300000000001,-8.80938
1631,1.4616900000000002,-0.9221400000000001,-8.93691
1632,1.4616900000000002,-0.9221400000000001,-8.93691
1633,0.8534700000000001,-1.06929,-10.63404
1634,0.8534700000000001,-1.06929,-10.63404
1635,0.8534700000000001,-1.06929,-10.63404
1636,3.18825,-1.4028300000000002,-8.16192
1637,3.18825,-1.4028300000000002,-8.16192
1638,2.3740200000000002,-1.1183400000000001,-8.72109
1639,2.3740200000000002,-1.1183400000000001,-8.72109
1640,4.13982,-1.39302,-10.791
1641,4.13982,-1.39302,-10.791
1642,4.13982,-1.39302,-10.791
1643,2.3740200000000002,-3.3746400000000003,-9.04482
1644,2.3740200000000002,-3.3746400000000003,-9.04482
1645,0.96138,-1.5597900000000002,-8.5347
1646,0.96138,-1.5597900000000002,-8.5347
1647,0.96138,-1.5597900000000002,-8.5347
1648,2.943,-1.8933300000000002,-12.78243
1649,2.943,-1.8933300000000002,-12.78243
1650,1.87371,0.36297,-10.241640000000002
1651,1.87371,0.36297,-10.241640000000002
1652,1.87371,0.36297,-10.241640000000002
1653,0.56898,-0.3924,-9.917910000000001
1654,0.56898,-0.3924,-9.917910000000001
1655,-0.48069,-2.2661100000000003,-9.52551
1656,-0.48069,-2.2661100000000003,-9.52551
1657,-1.1281500000000002,-1.88352,-8.97615
1658,-1.1281500000000002,-1.88352,-8.97615
1659,-0.95157,-1.7658000000000003,-9.04482
1660,-0.95157,-1.7658000000000003,-9.04482
1661,-0.95157,-1.7658000000000003,-9.04482
1662,-1.39302,-1.6186500000000001,-9.70209
1663,-1.39302,-1.6186500000000001,-9.70209
1664,-0.8338500000000001,-1.1772,-9.60399
1665,-0.8338500000000001,-1.1772,-9.60399
1666,-0.8338500000000001,-1.1772,-9.60399
1667,-0.40221000000000007,-0.81423,-9.92772
1668,-0.40221000000000007,-0.81423,-9.92772
1669,-0.30411000000000005,-0.94176,-9.55494
1670,-0.30411000000000005,-0.94176,-9.55494
1671,-0.15696000000000002,-1.39302,-9.93753
1672,-0.15696000000000002,-1.39302,-9.93753
1673,-0.15696000000000002,-1.39302,-9.93753
1674,-0.06867000000000001,-0.73575,-9.908100000000001
1675,-0.06867000000000001,-0.73575,-9.908100000000001
1676,0.37278000000000006,-1.39302,-10.428030000000001
1677,0.37278000000000006,-1.39302,-10.428030000000001
1678,0.37278000000000006,-1.39302,-10.428030000000001
1679,-0.16677,-1.4911200000000002,-9.81
1680,-0.16677,-1.4911200000000002,-9.81
1681,-0.7848,-1.1968200000000002,-9.50589
1682,-0.7848,-1.1968200000000002,-9.50589
1683,-1.22625,-2.30535,-9.054630000000001
1684,-1.22625,-2.30535,-9.054630000000001
1685,-1.22625,-2.30535,-9.054630000000001
1686,-1.26549,-2.05029,-9.329310000000001
1687,-1.26549,-2.05029,-9.329310000000001
1688,-0.6867000000000001,-1.7069400000000001,-9.60399
1689,-0.6867000000000001,-1.7069400000000001,-9.60399
1690,-0.6867000000000001,-1.7069400000000001,-9.60399
1691,-0.47088,-1.65789,-9.82962
1692,-0.47088,-1.65789,-9.82962
1693,-0.039240000000000004,-1.38321,-9.682470000000002
1694,-0.039240000000000004,-1.38321,-9.682470000000002
1695,-0.039240000000000004,-1.38321,-9.682470000000002
1696,0.05886,-1.5499800000000001,-10.06506
1697,0.05886,-1.5499800000000001,-10.06506
1698,-0.0981,-1.3734000000000002,-10.035630000000001
1699,-0.0981,-1.3734000000000002,-10.035630000000001
1700,-0.0981,-1.3734000000000002,-10.035630000000001
1701,-0.15696000000000002,-1.1968200000000002,-9.29007
1702,-0.15696000000000002,-1.1968200000000002,-9.29007
1703,0.05886,-1.1968200000000002,-9.59418
1704,0.05886,-1.1968200000000002,-9.59418
1705,0.039240000000000004,-1.13796,-9.917910000000001
1706,0.039240000000000004,-1.13796,-9.917910000000001
1707,0.039240000000000004,-1.13796,-9.917910000000001
1708,-0.36297,-0.95157,-9.633420000000001
1709,-0.36297,-0.95157,-9.633420000000001
1710,-0.40221000000000007,-1.33416,-9.397980000000002
1711,-0.40221000000000007,-1.33416,-9.397980000000002
1712,-0.36297,-1.39302,-9.66285
1713,-0.36297,-1.39302,-9.66285
1714,-0.36297,-1.39302,-9.66285
1715,-0.36297,-1.2360600000000002,-9.56475
1716,-0.36297,-1.2360600000000002,-9.56475
1717,-0.50031,-1.2360600000000002,-9.584370000000002
1718,-0.50031,-1.2360600000000002,-9.584370000000002
1719,-0.13734000000000002,-1.39302,-9.260640000000002
1720,-0.13734000000000002,-1.39302,-9.260640000000002
1721,-0.13734000000000002,-1.39302,-9.260640000000002
1722,-0.13734000000000002,-1.39302,-9.260640000000002
1723,-0.14715,-1.1281500000000002,-10.11411
1724,-0.14715,-1.1281500000000002,-10.11411
1725,-0.15696000000000002,-1.1870100000000001,-9.70209
1726,-0.15696000000000002,-1.1870100000000001,-9.70209
1727,-0.12753,-1.1673900000000001,-9.80019
1728,-0.12753,-1.1673900000000001,-9.80019
1729,-0.13734000000000002,-1.26549,-10.06506
1730,-0.13734000000000002,-1.26549,-10.06506
1731,-0.13734000000000002,-1.26549,-10.06506
1732,-0.20601000000000003,-0.9221400000000001,-9.53532
1733,-0.20601000000000003,-0.9221400000000001,-9.53532
1734,-0.24525,-1.0104300000000002,-9.70209
1735,-0.24525,-1.0104300000000002,-9.70209
1736,-0.36297,-0.95157,-9.751140000000001
1737,-0.36297,-0.95157,-9.751140000000001
1738,-0.36297,-0.95157,-9.751140000000001
1739,-0.94176,-0.9123300000000001,-9.397980000000002
1740,-0.94176,-0.9123300000000001,-9.397980000000002
1741,-0.94176,-0.9123300000000001,-9.397980000000002
1742,-0.94176,-0.9123300000000001,-9.397980000000002
1743,-0.94176,-0.9123300000000001,-9.397980000000002
1744,-0.5493600000000001,-0.6278400000000001,-9.3195
1745,-0.5493600000000001,-0.6278400000000001,-9.3195
1746,-0.5493600000000001,-0.6278400000000001,-9.3195
1747,-0.5493600000000001,-0.6278400000000001,-9.3195
1748,-0.5493600000000001,-0.6278400000000001,-9.3195
1749,-0.6082200000000001,-0.27468000000000004,-9.70209
1750,-0.6082200000000001,-0.27468000000000004,-9.70209
1751,-0.6082200000000001,-0.27468000000000004,-9.70209
1752,-0.6082200000000001,-0.27468000000000004,-9.70209
1753,-0.981,-0.17658000000000001,-9.2214
1754,-0.981,-0.17658000000000001,-9.2214
1755,-0.981,-0.17658000000000001,-9.2214
1756,-0.981,-0.17658000000000001,-9.2214
1757,-0.981,-0.17658000000000001,-9.2214
1758,-0.981,-0.17658000000000001,-9.2214
1759,-0.7749900000000001,-0.44145000000000006,-9.623610000000001
1760,-0.7749900000000001,-0.44145000000000006,-9.623610000000001
1761,-0.7749900000000001,-0.44145000000000006,-9.623610000000001
1762,-0.7749900000000001,-0.44145000000000006,-9.623610000000001
1763,-0.6867000000000001,-0.32373,-9.98658
1764,-0.6867000000000001,-0.32373,-9.98658
1765,-0.6867000000000001,-0.32373,-9.98658
1766,-0.6867000000000001,-0.32373,-9.98658
1767,-0.6867000000000001,-0.32373,-9.98658
1768,-0.6867000000000001,-0.32373,-9.98658
1769,-0.67689,-0.17658000000000001,-10.21221
1770,-0.67689,-0.17658000000000001,-10.21221
1771,-0.67689,-0.17658000000000001,-10.21221
1772,-0.67689,-0.17658000000000001,-10.21221
1773,-0.47088,-0.27468000000000004,-9.87867
1774,-0.47088,-0.27468000000000004,-9.87867
1775,-0.47088,-0.27468000000000004,-9.87867
1776,-0.47088,-0.27468000000000004,-9.87867
1777,-0.47088,-0.27468000000000004,-9.87867
1778,-0.47088,-0.27468000000000004,-9.87867
1779,-0.67689,-0.46107000000000004,-9.859050000000002
1780,-0.67689,-0.46107000000000004,-9.859050000000002
1781,-0.67689,-0.46107000000000004,-9.859050000000002
1782,-0.67689,-0.46107000000000004,-9.859050000000002
1783,-0.67689,-0.46107000000000004,-9.859050000000002
1784,-1.0987200000000001,-0.52974,-9.437220000000002
1785,-1.0987200000000001,-0.52974,-9.437220000000002
1786,-1.0987200000000001,-0.52974,-9.437220000000002
1787,-1.0987200000000001,-0.52974,-9.437220000000002
1788,-1.0987200000000001,-0.52974,-9.437220000000002
1789,-1.35378,-0.7651800000000001,-9.437220000000002
1790,-1.35378,-0.7651800000000001,-9.437220000000002
1791,-1.35378,-0.7651800000000001,-9.437220000000002
1792,-1.35378,-0.7651800000000001,-9.437220000000002
1793,-1.35378,-0.7651800000000001,-9.437220000000002
1794,-1.04967,-0.71613,-9.623610000000001
1795,-1.04967,-0.71613,-9.623610000000001
1796,-1.04967,-0.71613,-9.623610000000001
1797,-1.04967,-0.71613,-9.623610000000001
1798,-1.04967,-0.71613,-9.623610000000001
1799,-0.8240400000000001,-0.79461,-9.476460000000001
1800,-0.8240400000000001,-0.79461,-9.476460000000001
1801,-0.8240400000000001,-0.79461,-9.476460000000001
1802,-0.8240400000000001,-0.79461,-9.476460000000001
1803,-0.8240400000000001,-0.79461,-9.476460000000001
1804,-0.75537,-0.66708,-9.54513
1805,-0.75537,-0.66708,-9.54513
1806,-0.75537,-0.66708,-9.54513
1807,-0.75537,-0.66708,-9.54513
1808,-0.75537,-0.66708,-9.54513
1809,-0.81423,-0.89271,-10.01601
1810,-0.81423,-0.89271,-10.01601
1811,-0.9908100000000001,-0.8044200000000001,-9.67266
1812,-0.9908100000000001,-0.8044200000000001,-9.67266
1813,-1.13796,-0.8534700000000001,-9.868860000000002
1814,-1.13796,-0.8534700000000001,-9.868860000000002
1815,-1.13796,-0.8534700000000001,-9.868860000000002
1816,-0.9908100000000001,-0.9025200000000001,-9.329310000000001
1817,-0.9908100000000001,-0.9025200000000001,-9.329310000000001
1818,-0.95157,-0.981,-9.819810000000002
1819,-0.95157,-0.981,-9.819810000000002
1820,-0.95157,-0.981,-9.819810000000002
1821,-0.79461,-0.9221400000000001,-9.859050000000002
1822,-0.79461,-0.9221400000000001,-9.859050000000002
1823,-0.8044200000000001,-0.73575,-9.908100000000001
1824,-0.8044200000000001,-0.73575,-9.908100000000001
1825,-0.8044200000000001,-0.73575,-9.908100000000001
1826,-0.7848,-0.7455600000000001,-9.898290000000001
1827,-0.7848,-0.7455600000000001,-9.898290000000001
1828,-0.7455600000000001,-0.9908100000000001,-9.476460000000001
1829,-0.7455600000000001,-0.9908100000000001,-9.476460000000001
1830,-0.6278400000000001,-1.05948,-9.486270000000001
1831,-0.6278400000000001,-1.05948,-9.486270000000001
1832,-0.6278400000000001,-1.05948,-9.486270000000001
1833,-0.4905,-1.04967,-10.241640000000002
1834,-0.4905,-1.04967,-10.241640000000002
1835,-0.4905,-1.04967,-10.241640000000002
1836,-0.46107000000000004,-0.81423,-9.447030000000002
1837,-0.5395500000000001,-1.02024,-9.66285
1838,-0.5395500000000001,-1.02024,-9.66285
1839,-0.5395500000000001,-1.02024,-9.66285
1840,-0.37278000000000006,-1.0398600000000002,-9.966960000000002
1841,-0.37278000000000006,-1.0398600000000002,-9.966960000000002
1842,-0.37278000000000006,-1.0398600000000002,-9.966960000000002
1843,-0.0981,-0.95157,-9.780569999999999
1844,-0.0981,-0.95157,-9.780569999999999
1845,-0.04905,-0.81423,-10.07487
1846,-0.04905,-0.81423,-10.07487
1847,-0.04905,-0.81423,-10.07487
1848,-0.42183000000000004,-0.7749900000000001,-9.80019
1849,-0.42183000000000004,-0.7749900000000001,-9.80019
1850,-0.35316000000000003,-0.9123300000000001,-10.12392
1851,-0.35316000000000003,-0.9123300000000001,-10.12392
1852,-0.64746,-0.5787900000000001,-9.55494
1853,-0.64746,-0.5787900000000001,-9.55494
1854,-0.5984100000000001,-0.6376499999999999,-9.37836
1855,-0.5984100000000001,-0.6376499999999999,-9.37836
1856,-0.5984100000000001,-0.6376499999999999,-9.37836
1857,-0.6180300000000001,-0.79461,-9.94734
1858,-0.6180300000000001,-0.79461,-9.94734
1859,-0.36297,-0.7848,-9.74133
1860,-0.36297,-0.7848,-9.74133
1861,-0.05886,-1.00062,-10.428030000000001
1862,-0.05886,-1.00062,-10.428030000000001
1863,-0.05886,-1.00062,-10.428030000000001
1864,-0.34335000000000004,-0.94176,-8.95653
1865,-0.34335000000000004,-0.94176,-8.95653
1866,-0.64746,-0.9711900000000001,-9.98658
1867,-0.64746,-0.9711900000000001,-9.98658
1868,-0.64746,-0.9711900000000001,-9.98658
1869,-0.64746,-0.9711900000000001,-9.98658
1870,-0.7749900000000001,-0.7848,-9.584370000000002
1871,-0.71613,-0.9711900000000001,-9.633420000000001
1872,-0.71613,-0.9711900000000001,-9.633420000000001
1873,-0.72594,-1.0104300000000002,-9.82962
1874,-0.72594,-1.0104300000000002,-9.82962
1875,-0.72594,-1.0104300000000002,-9.82962
1876,-0.9025200000000001,-0.95157,-9.95715
1877,-0.9025200000000001,-0.95157,-9.95715
1878,-0.69651,-1.0104300000000002,-9.4176
1879,-0.69651,-1.0104300000000002,-9.4176
1880,-0.69651,-1.0104300000000002,-9.4176
1881,-0.8240400000000001,-1.7069400000000001,-10.791
1882,-0.8240400000000001,-1.7069400000000001,-10.791
1883,-0.7455600000000001,-2.72718,-9.53532
1884,-0.7455600000000001,-2.72718,-9.53532
1885,-0.7455600000000001,-2.72718,-9.53532
1886,-0.8632800000000002,-4.40469,-8.16192
1887,-0.8632800000000002,-4.40469,-8.16192
1888,-0.5984100000000001,-5.64075,-7.7302800000000005
1889,-0.5984100000000001,-5.64075,-7.7302800000000005
1890,-0.73575,-5.93505,-7.38693
1891,-0.73575,-5.93505,-7.38693
1892,-0.73575,-5.93505,-7.38693
1893,-0.73575,-5.93505,-7.38693
1894,-0.65727,-6.258780000000001,-7.87743
1895,-0.52974,-5.846760000000001,-7.573320000000001
1896,-0.52974,-5.846760000000001,-7.573320000000001
1897,-0.7848,-4.316400000000001,-8.28945
1898,-0.7848,-4.316400000000001,-8.28945
1899,-0.7848,-4.316400000000001,-8.28945
1900,-0.7455600000000001,-0.38259000000000004,-9.83943
1901,-0.7455600000000001,-0.38259000000000004,-9.83943
1902,-0.8534700000000001,1.6873200000000002,-10.133730000000002
1903,-0.8534700000000001,1.6873200000000002,-10.133730000000002
1904,-0.8534700000000001,1.6873200000000002,-10.133730000000002
1905,-0.981,3.31578,-9.45684
1906,-0.981,3.31578,-9.45684
1907,-0.8534700000000001,3.3942600000000005,-8.887860000000002
1908,-0.8534700000000001,3.3942600000000005,-8.887860000000002
1909,-0.81423,2.5505999999999998,-10.800810000000002
1910,-0.81423,2.5505999999999998,-10.800810000000002
1911,-0.81423,2.5505999999999998,-10.800810000000002
1912,-0.17658000000000001,1.1183400000000001,-8.878050000000002
1913,-0.17658000000000001,1.1183400000000001,-8.878050000000002
1914,-0.07848000000000001,-1.0104300000000002,-8.770140000000001
1915,-0.07848000000000001,-1.0104300000000002,-8.770140000000001
1916,-0.5199300000000001,-1.1968200000000002,-12.664710000000001
1917,-0.5199300000000001,-1.1968200000000002,-12.664710000000001
1918,-0.5199300000000001,-1.1968200000000002,-12.664710000000001
1919,-0.5199300000000001,-1.1968200000000002,-12.664710000000001
1920,-1.1673900000000001,-1.5794100000000002,-10.055250000000001
1921,-1.1673900000000001,-1.5794100000000002,-10.055250000000001
1922,-4.26735,-1.6480800000000002,-8.230590000000001
1923,-4.26735,-1.6480800000000002,-8.230590000000001
1924,-5.984100000000001,-2.4426900000000002,-3.65913
1925,-5.984100000000001,-2.4426900000000002,-3.65913
1926,-5.964480000000001,-1.6382700000000001,-6.49422
1927,-5.964480000000001,-1.6382700000000001,-6.49422
1928,-5.964480000000001,-1.6382700000000001,-6.49422
1929,-6.07239,-1.99143,-8.5347
1930,-6.07239,-1.99143,-8.5347
1931,-5.1600600000000005,-1.58922,-8.18154
1932,-5.1600600000000005,-1.58922,-8.18154
1933,-5.1600600000000005,-1.58922,-8.18154
1934,-4.79709,-1.7756100000000001,-8.593560000000002
1935,-4.76766,-2.0797200000000005,-8.28945
1936,-4.76766,-2.0797200000000005,-8.28945
1937,-4.76766,-2.0797200000000005,-8.28945
1938,-3.9338100000000007,-1.54017,-7.092630000000001
1939,-3.9338100000000007,-1.54017,-7.092630000000001
1940,-3.9338100000000007,-1.54017,-7.092630000000001
1941,-1.2752999999999999,-0.40221000000000007,-8.456220000000002
1942,-1.2752999999999999,-0.40221000000000007,-8.456220000000002
1943,-1.2752999999999999,-0.40221000000000007,-8.456220000000002
1944,0.27468000000000004,-0.30411000000000005,-11.016630000000001
1945,2.4426900000000002,0.27468000000000004,-9.70209
1946,2.4426900000000002,0.27468000000000004,-9.70209
1947,2.4426900000000002,0.27468000000000004,-9.70209
1948,2.77623,0.5493600000000001,-10.045440000000001
1949,2.77623,0.5493600000000001,-10.045440000000001
1950,2.77623,0.5493600000000001,-10.045440000000001
1951,3.0509100000000005,0.50031,-9.27045
1952,3.0509100000000005,0.50031,-9.27045
1953,3.03129,0.2943,-9.84924
1954,3.03129,0.2943,-9.84924
1955,1.9325700000000001,-0.25506,-11.183400000000002
1956,1.9325700000000001,-0.25506,-11.183400000000002
1957,1.0791000000000002,-0.47088,-8.51508
1958,1.0791000000000002,-0.47088,-8.51508
1959,1.0791000000000002,-0.47088,-8.51508
1960,-0.13734000000000002,-0.6867000000000001,-9.211590000000001
1961,-0.13734000000000002,-0.6867000000000001,-9.211590000000001
1962,-0.4316400000000001,-1.4715,-9.731520000000002
1963,-0.4316400000000001,-1.4715,-9.731520000000002
1964,0.7651800000000001,-0.9319500000000001,-9.633420000000001
1965,0.7651800000000001,-0.9319500000000001,-9.633420000000001
1966,0.7651800000000001,-0.9319500000000001,-9.633420000000001
1967,0.7651800000000001,-0.9319500000000001,-9.633420000000001
1968,0.44145000000000006,0.4316400000000001,-9.633420000000001
1969,0.44145000000000006,0.4316400000000001,-9.633420000000001
1970,0.5591700000000001,-0.14715,-10.388790000000002
1971,0.5591700000000001,-0.14715,-10.388790000000002
1972,-0.72594,-2.86452,-7.906860000000001
1973,-0.72594,-2.86452,-7.906860000000001
1974,-0.72594,-2.86452,-7.906860000000001
1975,1.29492,-1.03005,-10.457460000000001
1976,1.29492,-1.03005,-10.457460000000001
1977,1.06929,-1.29492,-9.908100000000001
1978,1.06929,-1.29492,-9.908100000000001
1979,1.5696,-1.7756100000000001,-9.751140000000001
1980,1.5696,-1.7756100000000001,-9.751140000000001
1981,1.5696,-1.7756100000000001,-9.751140000000001
1982,1.26549,-1.14777,-10.310310000000001
1983,1.26549,-1.14777,-10.310310000000001
1984,1.20663,-1.0791000000000002,-9.87867
1985,1.20663,-1.0791000000000002,-9.87867
1986,0.7455600000000001,-1.2164400000000002,-9.7119
1987,0.7455600000000001,-1.2164400000000002,-9.7119
1988,0.7455600000000001,-1.2164400000000002,-9.7119
1989,0.31392000000000003,-1.35378,-9.476460000000001
1990,0.31392000000000003,-1.35378,-9.476460000000001
1991,0.1962,-1.5597900000000002,-9.59418
1992,0.1962,-1.5597900000000002,-9.59418
1993,0.1962,-1.5597900000000002,-9.59418
1994,0.27468000000000004,-1.5696,-9.64323
1995,0.27468000000000004,-1.5696,-9.64323
1996,0.10791000000000002,-1.59903,-9.46665
1997,0.10791000000000002,-1.59903,-9.46665
1998,0.21582000000000004,-1.50093,-9.397980000000002
1999,0.21582000000000004,-1.50093,-9.397980000000002
2000,-0.039240000000000004,-1.33416,-9.98658
2001,-0.039240000000000004,-1.33416,-9.98658
2002,-0.039240000000000004,-1.33416,-9.98658
2003,0.23544,-1.74618,-9.348930000000001
2004,0.23544,-1.74618,-9.348930000000001
2005,0.23544,-1.74618,-9.348930000000001
2006,-0.42183000000000004,-1.22625,-9.760950000000001
2007,-0.42183000000000004,-1.22625,-9.760950000000001
2008,-0.81423,-1.4126400000000001,-9.59418
2009,-0.81423,-1.4126400000000001,-9.59418
2010,-1.06929,-1.31454,-9.623610000000001
2011,-1.06929,-1.31454,-9.623610000000001
2012,-1.06929,-1.31454,-9.623610000000001
2013,-0.9123300000000001,-1.36359,-9.780569999999999
2014,-0.9123300000000001,-1.36359,-9.780569999999999
2015,-1.35378,-1.31454,-9.770760000000001
2016,-1.35378,-1.31454,-9.770760000000001
2017,-1.6873200000000002,-1.5303600000000002,-9.50589
2018,-1.6873200000000002,-1.5303600000000002,-9.50589
2019,-1.6873200000000002,-1.5303600000000002,-9.50589
2020,-1.6677000000000002,-1.7363700000000002,-9.260640000000002
2021,-1.6677000000000002,-1.7363700000000002,-9.260640000000002
2022,-1.4911200000000002,-1.9129500000000002,-9.00558
2023,-1.4911200000000002,-1.9129500000000002,-9.00558
2024,-1.4911200000000002,-1.9129500000000002,-9.00558
2025,-1.39302,-1.35378,-9.54513
2026,-1.31454,-1.1673900000000001,-10.07487
2027,-1.31454,-1.1673900000000001,-10.07487
2028,-1.31454,-1.1673900000000001,-10.07487
2029,-1.34397,-0.81423,-9.191970000000001
2030,-1.34397,-0.81423,-9.191970000000001
2031,-1.34397,-0.81423,-9.191970000000001
2032,-1.35378,-1.3734000000000002,-9.55494
2033,-1.35378,-1.3734000000000002,-9.55494
2034,-0.9908100000000001,-1.4715,-9.819810000000002
2035,-0.9908100000000001,-1.4715,-9.819810000000002
2036,-1.50093,-3.10977,-9.36855
2037,-1.50093,-3.10977,-9.36855
2038,-1.50093,-3.10977,-9.36855
2039,-0.65727,-2.48193,-9.2214
2040,-0.65727,-2.48193,-9.2214
2041,-0.65727,-2.48193,-9.2214
2042,-0.10791000000000002,-3.19806,-9.074250000000001
2043,-0.10791000000000002,-3.19806,-9.074250000000001
2044,0.08829000000000001,-3.24711,-9.437220000000002
2045,0.08829000000000001,-3.24711,-9.437220000000002
2046,-0.13734000000000002,-2.8449,-9.7119
2047,-0.13734000000000002,-2.8449,-9.7119
2048,-0.13734000000000002,-2.8449,-9.7119
2049,-0.6278400000000001,-2.4721200000000003,-9.437220000000002
2050,-0.6278400000000001,-2.4721200000000003,-9.437220000000002
2051,0.15696000000000002,-2.7468000000000004,-9.682470000000002
2052,0.15696000000000002,-2.7468000000000004,-9.682470000000002
2053,0.15696000000000002,-2.7468000000000004,-9.682470000000002
2054,-0.20601000000000003,-2.8841400000000004,-10.457460000000001
2055,-0.20601000000000003,-2.8841400000000004,-10.457460000000001
2056,-1.4028300000000002,-1.99143,-10.4967
2057,-1.4028300000000002,-1.99143,-10.4967
2058,-1.4028300000000002,-1.99143,-10.4967
2059,-3.0411000000000006,-2.4721200000000003,-9.70209
2060,-3.0411000000000006,-2.4721200000000003,-9.70209
2061,-5.542650000000001,-3.2863500000000005,-7.24959
2062,-5.542650000000001,-3.2863500000000005,-7.24959
2063,-5.542650000000001,-3.2863500000000005,-7.24959
2064,-7.00434,-2.4525,-6.65118
2065,-7.00434,-2.4525,-6.65118
2066,-7.514460000000001,-0.8632800000000002,-3.99267
2067,-7.514460000000001,-0.8632800000000002,-3.99267
2068,-7.926480000000001,1.2851100000000002,-3.9338100000000007
2069,-7.926480000000001,1.2851100000000002,-3.9338100000000007
2070,-7.161300000000001,2.28573,-6.09201
2071,-7.161300000000001,2.28573,-6.09201
2072,-7.161300000000001,2.28573,-6.09201
2073,-6.30783,3.6395100000000005,-6.660990000000001
2074,-6.30783,3.6395100000000005,-6.660990000000001
2075,-3.97305,2.62908,-8.72109
2076,-3.97305,2.62908,-8.72109
2077,-3.3354000000000004,1.36359,-8.19135
2078,-3.3354000000000004,1.36359,-8.19135
2079,-3.3354000000000004,1.36359,-8.19135
2080,-3.3354000000000004,1.36359,-8.19135
2081,-2.95281,1.7265600000000003,-10.3986
2082,-1.65789,1.59903,-9.397980000000002
2083,-1.65789,1.59903,-9.397980000000002
2084,-2.04048,0.7455600000000001,-9.721710000000002
2085,-2.04048,0.7455600000000001,-9.721710000000002
2086,-2.04048,0.7455600000000001,-9.721710000000002
2087,-1.5499800000000001,0.40221000000000007,-9.92772
2088,-1.5499800000000001,0.40221000000000007,-9.92772
2089,-1.5499800000000001,0.40221000000000007,-9.92772
2090,-2.22687,-0.8632800000000002,-9.81
2091,-2.22687,-0.8632800000000002,-9.81
2092,-2.22687,-0.8632800000000002,-9.81
2093,-2.2563000000000004,-1.5597900000000002,-9.56475
2094,-1.8246600000000002,-1.7363700000000002,-9.67266
2095,-1.8246600000000002,-1.7363700000000002,-9.67266
