timestamp (ms),GPS_Lon,Cal_Lon
1000809.8220214844,35.1550309,35.1565621
1000909.8220214844,35.1550309,35.1565867
1001009.8220214844,35.1550737,35.1566083
1001109.8220214844,35.1550737,35.1566329
1001209.8220214844,35.1551164,35.1566545
1001309.8220214844,35.1551164,35.1566792
1001409.8220214844,35.1551164,35.1567039
1001509.8220214844,35.1552019,35.1567254
1001609.8220214844,35.1552019,35.15675
1001709.8220214844,35.1552445,35.1567718
1001809.8220214844,35.1552445,35.1567962
1001909.8220214844,35.1552445,35.1568206
1002009.8220214844,35.155287,35.1568424
1002109.8220214844,35.155287,35.1568669
1002209.8220214844,35.155287,35.1568914
1002309.8220214844,35.1553295,35.1569134
1002409.8220214844,35.1553295,35.1569379
1002509.8220214844,35.1554138,35.1569601
1002609.8220214844,35.1554138,35.1569842
1002709.8220214844,35.1554138,35.1570083
1002809.8220214844,35.1554556,35.1570301
1002909.8220214844,35.1554556,35.1570541
1003009.8220214844,35.1554556,35.1570781
1003109.8220214844,35.1554971,35.1570999
1003209.8220214844,35.1554971,35.1571238
1003309.8220214844,35.1555385,35.1571456
1003409.8220214844,35.1555385,35.1571694
1003509.8220214844,35.1556204,35.1571912
1003609.8220214844,35.1556204,35.1572147
1003709.8220214844,35.1556611,35.1572362
1003809.8220214844,35.1556611,35.1572595
1003909.8220214844,35.1556611,35.1572828
1004009.8220214844,35.1557016,35.1573044
1004109.8220214844,35.1557016,35.1573278
1004209.8220214844,35.1557421,35.1573493
1004309.8220214844,35.1557421,35.1573725
1004409.8220214844,35.1557421,35.1573957
1004509.8220214844,35.1558228,35.1574171
1004609.8220214844,35.1558228,35.1574403
1004709.8220214844,35.155863,35.1574615
1004809.8220214844,35.155863,35.1574846
1004909.8220214844,35.155863,35.1575077
1005009.8220214844,35.155903,35.1575288
1005109.8220214844,35.155903,35.1575519
1005209.8220214844,35.1559428,35.1575728
1005309.8220214844,35.1559428,35.1575957
1005409.8220214844,35.1559428,35.1576186
1005509.8220214844,35.1559824,35.1576415
1005609.8220214844,35.1559824,35.1576643
1005709.8220214844,35.1560611,35.1576843
1005809.8220214844,35.1560611,35.157707
1005909.8220214844,35.1560611,35.1577297
1006009.8220214844,35.1561004,35.1577499
1006109.8220214844,35.1561004,35.1577726
1006209.8220214844,35.1561396,35.1577928
1006309.8220214844,35.1561396,35.1578154
1006409.8220214844,35.1561396,35.157838
1006509.8220214844,35.1561788,35.1578582
1006609.8220214844,35.1561788,35.1578808
1006709.8220214844,35.1562179,35.157901
1006809.8220214844,35.1562179,35.1579235
1006909.8220214844,35.1562959,35.1579433
1007009.8220214844,35.1562959,35.1579659
1007109.8220214844,35.1563351,35.1579885
1007209.8220214844,35.1563351,35.158011
1007309.8220214844,35.1563351,35.1580335
1007409.8220214844,35.1563741,35.158056
1007509.8220214844,35.1563741,35.1580784
1007609.8220214844,35.1563741,35.1581008
1007709.8220214844,35.1564131,35.1581212
1007809.8220214844,35.1564131,35.1581437
1007909.8220214844,35.1564908,35.1581648
1008009.8220214844,35.1564908,35.1581871
1008109.8220214844,35.1565295,35.1582077
1008209.8220214844,35.1565295,35.15823
1008309.8220214844,35.1565295,35.1582523
1008409.8220214844,35.1565681,35.158273
1008509.8220214844,35.1565681,35.1582951
1008609.8220214844,35.1566063,35.1583158
1008709.8220214844,35.1566063,35.1583378
1008809.8220214844,35.1566063,35.1583598
1008909.8220214844,35.1566822,35.158381
1009009.8220214844,35.1566822,35.1584028
1009109.8220214844,35.1566822,35.1584246
1009209.8220214844,35.1567198,35.1584452
1009309.8220214844,35.1567198,35.1584668
1009409.8220214844,35.1567198,35.1584884
1009509.8220214844,35.1567572,35.1585089
1009609.8220214844,35.1567945,35.1585294
1009709.8220214844,35.1567945,35.1585508
1009809.8220214844,35.1567945,35.1585722
1009909.8220214844,35.1568687,35.1585931
1010009.8220214844,35.1568687,35.1586145
1010109.8220214844,35.1568687,35.1586359
1010209.8220214844,35.1569057,35.1586562
1010309.8220214844,35.1569057,35.1586775
1010409.8220214844,35.1569425,35.1586976
1010509.8220214844,35.1569425,35.1587189
1010609.8220214844,35.1569425,35.1587402
1010709.8220214844,35.1569793,35.1587603
1010809.8220214844,35.1569793,35.1587816
1010909.8220214844,35.157053,35.158802
1011009.8220214844,35.157053,35.1588233
1011109.8220214844,35.157053,35.1588446
1011209.8220214844,35.1571266,35.158865
1011309.8220214844,35.1571266,35.1588862
1011409.8220214844,35.1571266,35.1589074
1011509.8220214844,35.1571266,35.1589286
1011609.8220214844,35.157237,35.1589493
1011709.8220214844,35.157237,35.1589512
1011809.8220214844,35.157237,35.1589531
1011909.8220214844,35.157237,35.158955
1012009.8220214844,35.157237,35.1589569
1012109.8220214844,35.157237,35.1589588
1012209.8220214844,35.1573104,35.1589606
1012309.8220214844,35.1573104,35.1589621
1012409.8220214844,35.1573104,35.1589636
1012509.8220214844,35.1573104,35.1589651
1012609.8220214844,35.1573104,35.1589666
1012709.8220214844,35.1574188,35.158968
1012809.8220214844,35.1574188,35.1589695
1012909.8220214844,35.1574188,35.158971
1013009.8220214844,35.1574188,35.1589725
1013109.8220214844,35.1574188,35.158974
1013209.8220214844,35.1574897,35.1589754
1013309.8220214844,35.1574897,35.1589766
1013409.8220214844,35.1574897,35.1589778
1013509.8220214844,35.1574897,35.158979
1013609.8220214844,35.1574897,35.1589802
1013709.8220214844,35.1575901,35.1589812
1013809.8220214844,35.1575901,35.1589824
1013909.8220214844,35.1575901,35.1589836
1014009.8220214844,35.1575901,35.1589848
1014109.8220214844,35.1575901,35.158986
1014209.8220214844,35.1576791,35.1589871
1014309.8220214844,35.1576791,35.1589884
1014409.8220214844,35.1576791,35.1589897
1014509.8220214844,35.1576791,35.158991
1014609.8220214844,35.1576791,35.1589923
1014709.8220214844,35.1577301,35.1589935
1014809.8220214844,35.1577301,35.1589944
1014909.8220214844,35.1577301,35.1589953
1015009.8220214844,35.1577301,35.1589962
1015109.8220214844,35.1577301,35.1589971
1015209.8220214844,35.1577301,35.158998
1015309.8220214844,35.1577919,35.1589989
1015409.8220214844,35.1577919,35.1589999
1015509.8220214844,35.1577919,35.1590009
1015609.8220214844,35.1577919,35.1590019
1015709.8220214844,35.1578231,35.1590028
1015809.8220214844,35.1578231,35.1590038
1015909.8220214844,35.1578231,35.1590048
1016009.8220214844,35.1578231,35.1590058
1016109.8220214844,35.1578231,35.1590068
1016209.8220214844,35.1578231,35.1590078
1016309.8220214844,35.1578585,35.1590087
1016409.8220214844,35.1578585,35.1590097
1016509.8220214844,35.1578585,35.1590107
1016609.8220214844,35.1578585,35.1590117
1016709.8220214844,35.1578585,35.1590127
1016809.8220214844,35.1578585,35.1590137
1016909.8220214844,35.1578755,35.1590146
1017009.8220214844,35.1578755,35.1590156
1017109.8220214844,35.1578755,35.1590166
1017209.8220214844,35.1578755,35.1590176
1017309.8220214844,35.1578919,35.1590185
1017409.8220214844,35.1578919,35.1590195
1017509.8220214844,35.1578919,35.1590205
1017609.8220214844,35.1578919,35.1590215
1017709.8220214844,35.1578919,35.1590225
1017809.8220214844,35.1578919,35.1590235
1017909.8220214844,35.1578999,35.1590244
1018009.8220214844,35.1578999,35.1590254
1018109.8220214844,35.1578999,35.1590264
1018209.8220214844,35.1578999,35.1590274
1018309.8220214844,35.1578999,35.1590284
1018409.8220214844,35.1579019,35.1590293
1018509.8220214844,35.1579019,35.1590303
1018609.8220214844,35.1579019,35.1590313
1018709.8220214844,35.1579019,35.1590323
1018809.8220214844,35.1578989,35.1590332
1018909.8220214844,35.1578989,35.1590342
1019009.8220214844,35.1578989,35.1590352
1019109.8220214844,35.1578989,35.1590362
1019209.8220214844,35.1578989,35.1590372
1019309.8220214844,35.1578989,35.1590382
1019409.8220214844,35.157894,35.1590391
1019509.8220214844,35.157894,35.1590401
1019609.8220214844,35.157894,35.1590411
1019709.8220214844,35.157894,35.1590421
1019809.8220214844,35.157884,35.159043
1019909.8220214844,35.157884,35.159044
1020009.8220214844,35.157884,35.159045
1020109.8220214844,35.157884,35.159046
1020209.8220214844,35.157884,35.159047
1020309.8220214844,35.157884,35.159048
1020409.8220214844,35.1578752,35.1590489
1020509.8220214844,35.1578752,35.1590499
1020609.8220214844,35.1578752,35.1590509
1020709.8220214844,35.1578752,35.1590519
1020809.8220214844,35.1578752,35.1590529
1020909.8220214844,35.1578612,35.1590538
1021009.8220214844,35.1578612,35.1590549
1021109.8220214844,35.1578612,35.159056
1021209.8220214844,35.1578612,35.1590571
1021309.8220214844,35.1578612,35.1590582
1021409.8220214844,35.1578566,35.1590591
1021509.8220214844,35.1578566,35.1590602
1021609.8220214844,35.1578517,35.1590611
1021709.8220214844,35.1578517,35.1590622
1021809.8220214844,35.1578517,35.1590633
1021909.8220214844,35.1578465,35.1590642
1022009.8220214844,35.1578465,35.1590653
1022109.8220214844,35.1578465,35.1590664
1022209.8220214844,35.1578368,35.1590673
1022309.8220214844,35.1578368,35.1590684
1022409.8220214844,35.1578321,35.1590693
1022509.8220214844,35.1578321,35.1590704
1022609.8220214844,35.1578321,35.1590715
1022709.8220214844,35.1578273,35.1590724
1022809.8220214844,35.1578273,35.1590735
1022909.8220214844,35.1578225,35.1590744
1023009.8220214844,35.1578225,35.1590755
1023109.8220214844,35.1578133,35.1590764
1023209.8220214844,35.1578133,35.1590775
1023309.8220214844,35.1578133,35.1590786
1023409.8220214844,35.1578091,35.1590795
1023509.8220214844,35.1578091,35.1590806
1023609.8220214844,35.1578091,35.1590817
1023709.8220214844,35.1578053,35.1590826
1023809.8220214844,35.1578053,35.1590842
1023909.8220214844,35.157802,35.1590855
1024009.8220214844,35.157802,35.1590871
1024109.8220214844,35.1577964,35.1590884
1024209.8220214844,35.1577964,35.15909
1024309.8220214844,35.1577964,35.1590916
1024409.8220214844,35.1577939,35.1590929
1024509.8220214844,35.1577939,35.1590945
1024609.8220214844,35.1577918,35.1590958
1024709.8220214844,35.1577918,35.1590974
1024809.8220214844,35.1577898,35.1590987
1024909.8220214844,35.1577898,35.1591003
1025009.8220214844,35.1577898,35.1591019
1025109.8220214844,35.1577866,35.1591032
1025209.8220214844,35.1577866,35.1591048
1025309.8220214844,35.1577856,35.1591061
1025409.8220214844,35.1577856,35.1591077
1025509.8220214844,35.1577856,35.1591093
1025609.8220214844,35.1577849,35.1591106
1025709.8220214844,35.1577849,35.1591122
1025809.8220214844,35.1577849,35.1591138
1025909.8220214844,35.1577844,35.1591151
1026009.8220214844,35.1577844,35.1591167
1026109.8220214844,35.157784,35.159118
1026209.8220214844,35.157784,35.1591196
1026309.8220214844,35.157784,35.1591212
1026409.8220214844,35.1577839,35.1591225
1026509.8220214844,35.1577839,35.1591241
1026609.8220214844,35.1577839,35.1591254
1026709.8220214844,35.1577839,35.159127
1026809.8220214844,35.157784,35.1591283
1026909.8220214844,35.157784,35.1591298
1027009.8220214844,35.157784,35.1591313
1027109.8220214844,35.1577842,35.1591326
1027209.8220214844,35.1577842,35.1591341
1027309.8220214844,35.157785,35.1591353
1027409.8220214844,35.157785,35.1591368
1027509.8220214844,35.157785,35.1591383
1027609.8220214844,35.1577855,35.1591396
1027709.8220214844,35.1577855,35.1591411
1027809.8220214844,35.157786,35.1591424
1027909.8220214844,35.157786,35.1591439
1028009.8220214844,35.157786,35.1591454
1028109.8220214844,35.1577874,35.1591466
1028209.8220214844,35.1577874,35.1591481
1028309.8220214844,35.1577874,35.1591496
1028409.8220214844,35.1577884,35.1591509
1028509.8220214844,35.1577884,35.1591524
1028609.8220214844,35.1577895,35.1591537
1028709.8220214844,35.1577895,35.1591552
1028809.8220214844,35.1577895,35.1591567
1028909.8220214844,35.1577908,35.159158
1029009.8220214844,35.1577908,35.1591595
1029109.8220214844,35.1577932,35.1591607
1029209.8220214844,35.1577932,35.1591622
1029309.8220214844,35.1577932,35.1591637
1029409.8220214844,35.1577944,35.159165
1029509.8220214844,35.1577944,35.1591665
1029609.8220214844,35.1577954,35.1591678
1029709.8220214844,35.1577954,35.1591693
1029809.8220214844,35.1577954,35.1591708
1029909.8220214844,35.1577965,35.1591721
1030009.8220214844,35.1577992,35.1591734
1030109.8220214844,35.1577992,35.1591749
1030209.8220214844,35.1577992,35.1591764
1030309.8220214844,35.1577992,35.1591779
1030409.8220214844,35.1578006,35.1591792
1030509.8220214844,35.1578021,35.1591805
1030609.8220214844,35.1578021,35.159182
1030709.8220214844,35.1578021,35.1591835
1030809.8220214844,35.1578034,35.1591848
1030909.8220214844,35.1578034,35.1591863
1031009.8220214844,35.1578034,35.1591878
1031109.8220214844,35.1578048,35.1591891
1031209.8220214844,35.1578048,35.1591906
1031309.8220214844,35.1578048,35.1591921
1031409.8220214844,35.1578082,35.1591934
1031509.8220214844,35.1578101,35.1591947
1031609.8220214844,35.1578101,35.1591962
1031709.8220214844,35.1578101,35.1591977
1031809.8220214844,35.1578123,35.159199
1031909.8220214844,35.1578123,35.1592005
1032009.8220214844,35.1578123,35.159202
1032109.8220214844,35.1578145,35.1592033
1032209.8220214844,35.1578145,35.1592048
1032309.8220214844,35.1578196,35.1592061
1032409.8220214844,35.1578196,35.1592076
1032509.8220214844,35.1578228,35.1592089
1032609.8220214844,35.1578228,35.1592104
1032709.8220214844,35.1578228,35.1592119
1032809.8220214844,35.1578263,35.1592132
1032909.8220214844,35.1578263,35.1592147
1033009.8220214844,35.1578263,35.1592162
1033109.8220214844,35.1578299,35.1592177
1033209.8220214844,35.1578299,35.1592192
1033309.8220214844,35.1578374,35.1592205
1033409.8220214844,35.1578374,35.159222
1033509.8220214844,35.1578409,35.1592235
1033609.8220214844,35.1578409,35.159225
1033709.8220214844,35.1578409,35.1592265
1033809.8220214844,35.1578444,35.1592278
1033909.8220214844,35.1578444,35.1592293
1034009.8220214844,35.1578444,35.1592308
1034109.8220214844,35.1578479,35.1592321
1034209.8220214844,35.1578479,35.1592336
1034309.8220214844,35.157855,35.1592349
1034409.8220214844,35.157855,35.1592364
1034509.8220214844,35.157855,35.1592379
1034609.8220214844,35.1578584,35.1592392
1034709.8220214844,35.1578584,35.1592407
1034809.8220214844,35.1578615,35.1592421
1034909.8220214844,35.1578615,35.1592436
1035009.8220214844,35.1578615,35.1592451
1035109.8220214844,35.1578645,35.1592465
1035209.8220214844,35.1578645,35.159248
1035309.8220214844,35.15787,35.1592494
1035409.8220214844,35.15787,35.159251
1035509.8220214844,35.1578727,35.1592524
1035609.8220214844,35.1578727,35.159254
1035709.8220214844,35.1578727,35.1592556
1035809.8220214844,35.1578751,35.159257
1035909.8220214844,35.1578751,35.1592586
1036009.8220214844,35.1578751,35.1592602
1036109.8220214844,35.1578773,35.1592616
1036209.8220214844,35.1578773,35.1592632
1036309.8220214844,35.1578816,35.1592646
1036409.8220214844,35.1578816,35.1592662
1036509.8220214844,35.1578837,35.1592676
1036609.8220214844,35.1578837,35.1592692
1036709.8220214844,35.1578837,35.1592708
1036809.8220214844,35.1578858,35.1592722
1036909.8220214844,35.1578858,35.1592738
1037009.8220214844,35.1578858,35.1592754
1037109.8220214844,35.1578879,35.1592768
1037209.8220214844,35.1578879,35.1592784
1037309.8220214844,35.1578918,35.1592798
1037409.8220214844,35.1578918,35.1592814
1037509.8220214844,35.1578918,35.159283
1037609.8220214844,35.1578938,35.1592844
